Length,Diameter,Height,Whole weight,Shucked weight,Viscera weight,Shell weight,Rings
0.33,0.235,0.09,0.163,0.0615,0.034,0.055,10
0.655,0.525,0.19,1.3595,0.564,0.3215,0.3985,10
0.635,0.49,0.16,1.101,0.534,0.1865,0.3455,10
0.58,0.435,0.15,0.834,0.428,0.1515,0.23,8
0.57,0.46,0.135,0.9795,0.397,0.2525,0.2655,9
0.185,0.135,0.04,0.027,0.0105,0.0055,0.009,5
0.575,0.455,0.165,0.867,0.3765,0.1805,0.268,8
0.57,0.455,0.15,0.952,0.3895,0.2155,0.2745,9
0.405,0.25,0.09,0.2875,0.128,0.063,0.0805,7
0.535,0.42,0.145,0.791,0.33,0.189,0.25,10
0.455,0.325,0.135,0.82,0.4005,0.1715,0.211,8
0.46,0.35,0.11,0.4,0.176,0.083,0.1205,7
0.6,0.465,0.2,1.259,0.6405,0.1985,0.357,9
0.635,0.495,0.15,1.081,0.4825,0.242,0.31,11
0.565,0.425,0.135,0.8115,0.341,0.1675,0.255,15
0.515,0.4,0.125,0.5625,0.25,0.1245,0.17,7
0.615,0.49,0.155,0.9885,0.4145,0.195,0.345,13
0.445,0.335,0.1,0.4895,0.2745,0.086,0.1105,7
0.36,0.28,0.09,0.2255,0.0885,0.04,0.09,8
0.61,0.46,0.16,1,0.494,0.197,0.275,10
0.41,0.3,0.115,0.2595,0.097,0.0515,0.08,10
0.215,0.165,0.055,0.059,0.0265,0.0125,0.0185,5
0.435,0.325,0.11,0.4335,0.178,0.0985,0.155,7
0.555,0.435,0.14,0.7495,0.341,0.1645,0.214,8
0.61,0.49,0.16,1.112,0.465,0.228,0.341,10
0.53,0.405,0.15,0.8315,0.352,0.187,0.2525,10
0.37,0.29,0.1,0.25,0.1025,0.0505,0.085,10
0.59,0.465,0.17,1.0425,0.4635,0.24,0.27,10
0.49,0.355,0.16,0.8795,0.3485,0.215,0.2825,8
0.375,0.29,0.1,0.276,0.1175,0.0565,0.085,9
0.21,0.15,0.05,0.0385,0.0155,0.0085,0.01,3
0.57,0.455,0.155,0.832,0.3585,0.174,0.277,11
0.385,0.3,0.1,0.2725,0.1115,0.057,0.08,6
0.58,0.455,0.17,0.9075,0.374,0.2135,0.285,13
0.61,0.49,0.15,1.103,0.425,0.2025,0.36,23
0.505,0.38,0.12,0.594,0.2595,0.1435,0.18,7
0.65,0.545,0.185,1.5055,0.6565,0.341,0.43,10
0.725,0.57,0.205,1.6195,0.744,0.315,0.488,11
0.62,0.48,0.16,1.0765,0.412,0.253,0.3,13
0.67,0.55,0.17,1.247,0.472,0.2455,0.4,21
0.5,0.385,0.12,0.56,0.2835,0.103,0.135,8
0.555,0.435,0.145,0.9205,0.404,0.2275,0.255,8
0.57,0.44,0.14,0.9535,0.3785,0.201,0.305,17
0.535,0.41,0.13,0.7145,0.335,0.144,0.2075,9
0.585,0.47,0.17,0.985,0.3695,0.2395,0.315,10
0.46,0.355,0.13,0.517,0.2205,0.114,0.165,9
0.45,0.36,0.125,0.5065,0.222,0.105,0.16,10
0.67,0.525,0.18,1.6615,0.8005,0.3645,0.43,10
0.47,0.35,0.125,0.4315,0.19,0.1165,0.1175,6
0.53,0.425,0.155,0.7905,0.307,0.171,0.2595,9
0.69,0.54,0.195,1.2525,0.73,0.3975,0.462,12
0.46,0.34,0.135,0.495,0.1655,0.117,0.185,10
0.375,0.285,0.09,0.2545,0.119,0.0595,0.0675,6
0.59,0.46,0.145,0.929,0.38,0.24,0.255,10
0.645,0.52,0.19,1.3105,0.58,0.288,0.37,12
0.505,0.405,0.14,0.875,0.2665,0.174,0.285,12
0.29,0.21,0.06,0.1195,0.056,0.0235,0.03,6
0.26,0.2,0.065,0.096,0.044,0.027,0.03,6
0.645,0.49,0.16,1.1665,0.4935,0.3155,0.299,9
0.36,0.295,0.1,0.2105,0.066,0.0525,0.075,9
0.275,0.2,0.065,0.092,0.0385,0.0235,0.027,5
0.585,0.45,0.15,1.047,0.4315,0.276,0.315,14
0.35,0.255,0.09,0.1785,0.0855,0.0305,0.0525,8
0.495,0.38,0.12,0.573,0.2655,0.1285,0.144,7
0.695,0.56,0.22,1.834,0.8455,0.422,0.455,11
0.51,0.39,0.125,0.6565,0.262,0.1835,0.175,10
0.56,0.45,0.175,1.011,0.3835,0.2065,0.37,15
0.625,0.475,0.16,1.0845,0.5005,0.2355,0.3105,10
0.485,0.375,0.145,0.5885,0.2385,0.1155,0.19,13
0.575,0.425,0.135,0.7965,0.364,0.196,0.239,10
0.275,0.195,0.07,0.08,0.031,0.0215,0.025,5
0.49,0.38,0.14,0.6385,0.2305,0.142,0.195,13
0.595,0.465,0.15,1.0255,0.412,0.2745,0.289,11
0.475,0.375,0.15,0.559,0.1955,0.1215,0.1945,12
0.46,0.345,0.105,0.415,0.187,0.087,0.11,8
0.23,0.175,0.065,0.0645,0.026,0.0105,0.02,5
0.385,0.305,0.09,0.2775,0.109,0.0515,0.1,9
0.535,0.435,0.14,0.874,0.3735,0.229,0.2195,8
0.215,0.15,0.03,0.0385,0.0115,0.005,0.01,5
0.52,0.4,0.12,0.823,0.298,0.1805,0.265,15
0.545,0.435,0.165,0.9955,0.3245,0.2665,0.325,19
0.585,0.45,0.17,0.8685,0.3325,0.1635,0.27,22
0.3,0.22,0.065,0.1195,0.052,0.0155,0.035,5
0.435,0.335,0.105,0.3535,0.156,0.05,0.1135,7
0.545,0.435,0.135,0.7715,0.372,0.148,0.227,8
0.74,0.535,0.185,1.65,0.734,0.4505,0.335,13
0.315,0.23,0.08,0.1375,0.0545,0.031,0.0445,5
0.615,0.48,0.175,1.118,0.446,0.3195,0.3,9
0.37,0.28,0.095,0.2225,0.0805,0.051,0.075,7
0.565,0.46,0.155,0.8715,0.3755,0.215,0.25,10
0.44,0.34,0.12,0.4995,0.2965,0.0945,0.1185,6
0.55,0.38,0.165,1.205,0.543,0.294,0.3345,10
0.565,0.445,0.15,0.796,0.3635,0.184,0.219,8
0.475,0.37,0.125,0.537,0.222,0.1215,0.15,9
0.595,0.465,0.145,1.107,0.402,0.2415,0.31,12
0.46,0.365,0.115,0.4485,0.165,0.083,0.17,14
0.61,0.43,0.14,0.909,0.438,0.2,0.22,8
0.485,0.365,0.14,0.4475,0.1895,0.0925,0.2305,8
0.65,0.52,0.15,1.238,0.5495,0.296,0.3305,10
