fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
6.522222222,0.255555556,0.312222222,2.133333333,0.040222222,24,125.2222222,0.991875556,3.158888889,0.525555556,11.06666667,6
6.6,0.255,0.28,1.625,0.0415,36,135,0.9924225,3.3925,0.5125,10.925,7
6.05,0.27,0.155,1.25,0.0565,35.5,125,0.9935,3.105,0.46,8.75,5
7.333333333,0.416666667,0.23,4.533333333,0.046333333,26.33333333,66,0.992836667,3.17,0.426666667,11.06666667,4
7,0.27625,0.475,20.25,0.0515,45.25,169,1.0006,3.1075,0.465,9.075,6
7.7,0.44,0.24,11.2,0.031,41,167,0.9948,3.12,0.43,11.3,7
7.3,0.2925,0.3925,1.675,0.04875,31,148,0.9917,3.165,0.445,11.025,5
6.722222222,0.215,0.296666667,5.855555556,0.041777778,23.11111111,98.22222222,0.993285556,3.16,0.486666667,10.64444444,6
7.0625,0.24625,0.26875,1.79375,0.031125,6,30,0.99109375,3.14875,0.36375,10.8625,6
5.55,0.2975,0.345,3.4,0.047,28,146.5,0.992405,3.295,0.44,10.6,5
6.525,0.2925,0.445,11.3875,0.043,60.75,210.25,0.997025,3.1925,0.5625,9.575,6
6.5875,0.30375,0.3075,2.2625,0.040625,49.75,164.375,0.9919875,3.36875,0.56125,11.425,7
7.175,0.3325,0.3175,4.625,0.03925,27,155.5,0.99308,3.23,0.51,11.4,6
7.7,0.28,0.35,15.3,0.056,31,117,0.9998,3.27,0.5,9.6,5
6.728571429,0.239285714,0.302857143,1.614285714,0.036285714,29,83.28571429,0.989528571,3.095714286,0.472857143,12.28571429,7
6.85,0.24625,0.2925,1.475,0.0485,38.25,191,0.992835,3.1,0.495,10.15,6
6.4,0.458333333,0.066666667,1.066666667,0.03,9.666666667,131,0.990466667,2.97,0.283333333,10.8,5
6.7,0.35,0.424,10.04,0.052,84.1,247.2,0.99683,3.178,0.518,9.36,5
7.857142857,0.287142857,0.378571429,1.221428571,0.040142857,16.85714286,94.71428571,0.991391429,3.128571429,0.448571429,11.59285714,8
6.8,0.23,0.32,1.6,0.026,43,147,0.9904,3.29,0.54,12.5,8
5.9,0.216666667,0.27,4.733333333,0.042333333,31.66666667,113.3333333,0.99413,3.3,0.486666667,9.311111111,6
6.857142857,0.271428571,0.34,1.785714286,0.042142857,11.57142857,119.2857143,0.991365714,3.207142857,0.595714286,11.64285714,7
6.85,0.34,0.293333333,4.583333333,0.044833333,6.166666667,126.3333333,0.993266667,3.106666667,0.563333333,10.45,5
6.52,0.238,0.358,2.61,0.0252,43.6,105.2,0.99018,3.122,0.466,11.92,6
6.7,0.13,0.28,1.2,0.046,35,140,0.9927,3.33,0.33,10.1,7
5.883333333,0.275,0.156666667,5.716666667,0.053666667,34.5,162.6666667,0.994383333,3.333333333,0.543333333,9.866666667,5
7.933333333,0.246666667,0.301666667,15.35,0.043,12.66666667,119,0.998873333,3.105,0.52,9.466666667,6
6.842857143,0.284285714,0.312857143,5.357142857,0.040285714,33.42857143,115.2857143,0.991242857,3.108571429,0.372857143,12.01333333,7
7.433333333,0.171666667,0.293333333,13.96666667,0.057833333,32.83333333,167.6666667,0.998308333,2.921666667,0.44,8.783333333,7
6.6,0.2725,0.31,17.83333333,0.043166667,38.83333333,141.3333333,0.998763333,3.24,0.423333333,9.505555556,5
6.838461538,0.277692308,0.433846154,1.892307692,0.040846154,36,113.9230769,0.991313846,3.222307692,0.49,11.40769231,7
6.54,0.291,0.296,1.76,0.035,27.6,117.4,0.991638,3.316,0.46,11.1,6
6.433333333,0.263333333,0.321666667,6.383333333,0.035333333,40.33333333,131,0.992923333,3.198333333,0.475,11.15,6
9.2,0.15,0.68,1.6,0.046,22,130,0.9948,3.02,0.45,10.4,5
5.3,0.76,0.03,2.7,0.043,27,93,0.9932,3.34,0.38,9.2,7
6.3,0.27,0.37,7.9,0.047,58,215,0.99542,3.19,0.48,9.5,6
7.34,0.242,0.43,14.68,0.0488,30.4,124.6,0.998224,3.092,0.502,9.72,5
7.233333333,0.325,0.318333333,7.433333333,0.051166667,41.5,162.1666667,0.994781667,3.143333333,0.426666667,10.36666667,5
7.65,0.23,0.3375,1.625,0.04,47.25,122,0.99142,3.1025,0.525,11.1,7
6.833333333,0.294166667,0.391666667,3.616666667,0.044833333,16.83333333,126.1666667,0.993803333,3.228333333,0.47,10.11666667,7
6.866666667,0.36,0.366666667,5.433333333,0.052333333,52.33333333,202,0.99396,3.133333333,0.483333333,10.26666667,6
6.622222222,0.283333333,0.327777778,11.12222222,0.041111111,24.22222222,96.22222222,0.995146667,3.155555556,0.438888889,10.48888889,6
6.833333333,0.216666667,0.35,1.85,0.045333333,23.66666667,131.3333333,0.991516667,3.196666667,0.49,11.16666667,6
5.75,0.485,0.29,6.65,0.046,34,146.5,0.99435,3.215,0.795,10.1,6
6.4,0.105,0.29,1.1,0.035,44,140,0.99142,3.17,0.55,10.7,7
7.9,0.245,0.405,12.75,0.038,52,152.5,0.99589,3.11,0.56,11.2,6
6.88,0.336,0.316,8.26,0.0296,36,124,0.991778,3.094,0.454,12.46,7
7.34,0.38,0.562,11.34,0.046,54.1,156,0.99744,3.086,0.454,9,6
5.966666667,0.22,0.226666667,7.466666667,0.040666667,35.66666667,110.6666667,0.9934,3.173333333,0.396666667,10.43333333,6
7.4,0.28,0.3,5.3,0.054,44,161,0.9941,3.12,0.48,10.3,6
6.657142857,0.208571429,0.325714286,8.5,0.047142857,22.57142857,88.28571429,0.995308571,3.24,0.504285714,9.957142857,6
7.016666667,0.336666667,0.338333333,1.683333333,0.047333333,8.833333333,163.5,0.992681667,3.241666667,0.465,10.71666667,5
5.8,0.23,0.31,3.5,0.044,35,158,0.98998,3.19,0.37,12.1,7
6.475,0.28375,0.3225,8.0375,0.033,29.25,113.75,0.9925675,3.2125,0.585,11.925,7
6.8,0.265,0.3725,13.1125,0.05325,42.5,162.25,0.9973625,3.265,0.465,9.825,5
6.122222222,0.256666667,0.32,1.733333333,0.035,17.66666667,87.44444444,0.990744444,3.34,0.49,11.66666667,6
6.9,0.225714286,0.311428571,1.914285714,0.036285714,20.28571429,107.5714286,0.992161429,3.217142857,0.542857143,10.87142857,6
6.1,0.293333333,0.266666667,3.033333333,0.040666667,40,153,0.991433333,3.353333333,0.536666667,11.33333333,6
6.4,0.3525,0.28125,4.35625,0.0365,42.625,130.75,0.99150625,3.2225,0.48875,11.71458333,6
7.833333333,0.27,0.363333333,12.5,0.049333333,66.66666667,200.3333333,0.997666667,3.23,0.46,9.566666667,6
7.08,0.242,0.38,2.8,0.0423,22.2,92.5,0.991548,3.176,0.511,11.77,7
6.3,0.32,0.35,11.1,0.039,29,198,0.9984,3.36,0.5,9.4,7
6.95,0.2475,0.355833333,3.85,0.043166667,14.75,106.5,0.992948333,3.264166667,0.501666667,11.12916667,8
6.175,0.24,0.2875,4.6625,0.046,48.5,159,0.9938925,3.36,0.5325,10.375,6
6.683333333,0.22625,0.3475,11.6375,0.048583333,52.25,147.8333333,0.995853333,3.135833333,0.4725,10.05277778,5
6.5,0.2725,0.34,7.4,0.03225,31,104.75,0.992095,3.1975,0.4375,11.85,8
6.85,0.2625,0.3275,14.625,0.04675,45.5,167.75,0.9992,3.37,0.555,9.225,6
7.06,0.221,0.414,1.28,0.057,48.8,119.4,0.991664,3.12,0.46,10.66,6
7.1,0.26,0.3,2,0.031,13,128,0.9917,3.19,0.49,11.4,5
6.766666667,0.23,0.3,3,0.034333333,45,121.6666667,0.990533333,3.156666667,0.613333333,12.21666667,7
6.25,0.295,0.39,1.3,0.116,23.5,108,0.9933,3.265,0.465,9.55,5
6.6,0.225,0.165,4.85,0.0535,27,127.5,0.995025,3.25,0.445,9.4,5
7.266666667,0.183333333,0.316666667,9.466666667,0.052666667,51,185.3333333,0.997533333,3.29,0.44,9.566666667,6
6.5,0.3075,0.27,14.2,0.03825,30.25,135.25,0.9945725,3.1125,0.6225,12.125,7
6.675,0.2125,0.3725,1.55,0.0325,35,138.5,0.9905325,3.3125,0.505,11.925,7
6.575,0.2375,0.2325,1.45,0.0455,38.5,127.75,0.99301,3.355,0.5075,10.15,5
7.5,0.29,0.36,1.033333333,0.031,28,83.66666667,0.9927,3.163333333,0.446666667,9.8,5
6.266666667,0.336666667,0.2,17.96666667,0.067,35,160,0.999093333,3.143333333,0.506666667,8.8,5
7.1,0.302,0.296,8.47,0.0376,32.6,217.2,0.996548,3.3,0.582,9.86,6
5.633333333,0.261666667,0.276666667,6.066666667,0.152666667,62,155.6666667,0.99548,3.206666667,0.413333333,8.933333333,5
7.833333333,0.4,0.47,15.7,0.055333333,50.66666667,236.3333333,1.000273333,3.08,0.563333333,9.033333333,6
7.266666667,0.225,0.371666667,2.833333333,0.042,36,136.1666667,0.993673333,3.285,0.531666667,10.13333333,6
6.5,0.3275,0.3125,4.375,0.0325,30.75,113,0.990985,3.18,0.48,12,7
6.075,0.1725,0.3825,3.05,0.0665,58.25,151,0.9918975,3.2075,0.335,10.725,6
7.18,0.264,0.362,7.1,0.0444,19.6,89,0.994572,3.212,0.664,10.4,6
6.833333333,0.27,0.27,4.833333333,0.037,18.33333333,117.6666667,0.993823333,3.286666667,0.553333333,10.46666667,6
6.5,0.295,0.32,1.3,0.042,28.5,93.5,0.98974,3.19,0.475,12.15,6
7.028571429,0.242857143,0.431428571,11.62857143,0.046285714,58.57142857,138.2857143,0.996697143,3.124285714,0.454285714,9.771428571,6
6.66,0.264,0.478,2.34,0.0816,58.6,122.4,0.991864,3.1,0.432,10.48,7
8.25,0.24,0.44,13.375,0.052,59.25,277,0.99894,3.135,0.515,9.2,6
6.1,0.22,0.353333333,5.8,0.039,20.33333333,113,0.99354,3.413333333,0.52,10.8,6
6.833333333,0.243333333,0.366666667,18.15,0.040333333,37.33333333,154,0.999466667,3.136666667,0.436666667,8.966666667,6
7.6,0.33,0.2625,2.325,0.03675,27,87,0.99056,3.1825,0.4925,12.325,7
6.58,0.31,0.412,8.96,0.043,62.8,223.6,0.995986,3.13,0.496,9.3,5
8.666666667,0.346666667,0.386666667,1.566666667,0.043333333,10.33333333,119.6666667,0.995473333,3.176666667,0.473333333,9.566666667,4
5.7,0.165,0.32,1.75,0.0455,47.5,147,0.99154,3.385,0.615,10.9,5
6.96,0.245,0.31,1.76,0.0364,28.4,141.4,0.99273,3.244,0.544,10.28,7
6.94,0.268,0.288,10.88,0.048,40,209.2,0.996452,3.264,0.484,10.14,6
6.62,0.26,0.37,1.2,0.0412,7.6,70.8,0.991196,3.304,0.498,11.46,6
6.5,0.36,0.25,1.833333333,0.046,38.33333333,186,0.992916667,3.286666667,0.503333333,10.33333333,6
6.085714286,0.267142857,0.252857143,1.757142857,0.031857143,31.42857143,95.71428571,0.989295,3.112857143,0.528571429,12.30714286,6
7.6,0.3,0.25,4.3,0.054,22,111,0.9956,3.12,0.49,9.2,4
9.2,0.23,0.3,1.1,0.031,40,99,0.9929,2.94,0.3,10.4,6
6.066666667,0.3,0.313333333,7,0.132333333,46.66666667,159,0.994403333,3.193333333,0.53,9.933333333,6
6.675,0.2725,0.3375,9.9375,0.03225,21.5,88.25,0.9931475,3.15,0.385,12.3,7
7.033333333,0.415,0.368333333,9,0.043833333,28.5,150,0.995875,3.176666667,0.421666667,9.7,5
6.8,0.274285714,0.354285714,8.335714286,0.044714286,59.71428571,188.7142857,0.995858571,3.167142857,0.467142857,9.485714286,5
5.666666667,0.173333333,0.293333333,1.166666667,0.028333333,33.33333333,67.66666667,0.989713333,3.266666667,0.42,11.59444444,6
6.554545455,0.303636364,0.25,2.027272727,0.037363636,24.72727273,79.45454545,0.991015455,3.213636364,0.514545455,11.26060606,7
6.74,0.236,0.272,5.1,0.0358,41.4,125.4,0.991952,3.234,0.376,11.34,6
6.7,0.11,0.34,8.8,0.043,41,113,0.9962,3.42,0.4,9.3,7
5.95,0.175,0.38,2.05,0.0425,38,124,0.99288,3.36,0.505,9.8,6
7.56,0.402,0.286,6.46,0.0432,13.4,124.8,0.994252,3.178,0.45,10.58,5
6.65,0.22,0.345,13.45,0.0485,70,178,0.99715,3.26,0.495,10.1,5
6.916666667,0.266666667,0.523333333,13.21666667,0.045,54.83333333,161.1666667,0.997085,3.063333333,0.495,9.466666667,5
6.06,0.33,0.228,1.5,0.0326,31.2,110.8,0.98936,3.146,0.442,12.12,6
7.05,0.425,0.19,8.4,0.062,24,189.5,0.99529,3.28,0.465,10.7,7
7.18,0.366,0.42,10.72,0.0436,45.8,195.2,0.996432,3.15,0.482,10.22,5
6.633333333,0.293333333,0.223333333,16.38333333,0.052,48.66666667,159.6666667,0.998613333,3.186666667,0.48,9.166666667,5
7.033333333,0.379166667,0.313333333,7.883333333,0.039333333,46.66666667,202.6666667,0.99564,3.253333333,0.518333333,9.816666667,7
6.6,0.3375,0.273333333,1.408333333,0.035666667,6.5,52.83333333,0.990643333,3.143333333,0.438333333,11.53333333,4
7.6,0.33,0.36,2.1,0.034,26,172,0.9944,3.42,0.48,10.5,4
6.733333333,0.233333333,0.373333333,10,0.051,47.33333333,174,0.996586667,3.24,0.426666667,9.766666667,5
7.483333333,0.258333333,0.335,1.383333333,0.035166667,19,73.16666667,0.991796667,3.166666667,0.403333333,10.93333333,7
6.3,0.223333333,0.316666667,7.6,0.037,7.666666667,80.33333333,0.9937,3.176666667,0.456666667,10.56666667,6
6.2,0.26,0.32,15.3,0.031,64,185,0.99835,3.31,0.61,9.4,5
7.4,0.38,0.34,8.3,0.052,44,168,0.99627,3.11,0.52,9.2,5
6.266666667,0.24,0.336666667,1.066666667,0.04,42,118.6666667,0.990186667,3.183333333,0.536666667,11.75,6
6.3375,0.27,0.3425,3.425,0.02675,19.25,80.5,0.9906125,3.2825,0.5975,12.15833333,5
6.8,0.25,0.28,2.2,0.039,49.5,127,0.992495,3.315,0.485,10.85,7
7.55,0.346666667,0.29,7.891666667,0.040666667,37,156.1666667,0.995768333,3.156666667,0.47,9.883333333,6
6.4,0.26,0.388,1.56,0.0642,21,93.6,0.992024,3.23,0.534,10.68,6
7.08,0.28,0.392,4.62,0.0348,6,75.6,0.99218,3.176,0.462,11.84,5
6.55,0.43,0.4,11.6,0.05,53.5,246,0.99795,3.35,0.545,9.3,6
7.5,0.31,0.24,7.1,0.031,28,141,0.99397,3.16,0.38,10.6,7
7.04,0.226,0.27,1.48,0.0408,12.5,87.4,0.992164,3.204,0.424,10.56,6
6.8,0.225714286,0.345714286,1.821428571,0.035714286,30.57142857,105.4285714,0.9908,3.151428571,0.465714286,11.65714286,5
8.1,0.223333333,0.336666667,1.85,0.031333333,10.66666667,62.66666667,0.991963333,3.133333333,0.463333333,11.2,5
5.525,0.36,0.245,8.0125,0.03475,25.25,117.25,0.9928025,3.265,0.4375,11.125,6
6.76,0.236,0.312,13.78,0.049,72.2,156.8,0.99763,3.16,0.462,9.46,6
6.733333333,0.31,0.28,2.2,0.042666667,33.66666667,137,0.990606667,3.25,0.44,11.96666667,6
6.84,0.186,0.334,5.02,0.0426,78,185.8,0.993524,3.214,0.464,10.7,6
7.6,0.27,0.25,13.9,0.05,45,199,0.9984,3.34,0.5,9.8,5
6.45,0.34,0.535,3.35,0.0475,8,149.5,0.993705,3.13,0.535,9.65,4
8.4,0.4,0.7,13.1,0.042,29,197,0.998,3.06,0.64,9.7,5
6.075,0.3125,0.3225,2.525,0.038,20,77,0.992135,3.3925,0.475,10.8,5
7.266666667,0.326666667,0.56,12.16666667,0.041,46,156.3333333,0.998066667,3.116666667,0.44,8.8,5
6.4,0.25,0.355,1.55,0.032,14,79,0.991815,3.385,0.585,11.35,6
6.95,0.26,0.3475,4.9125,0.047,40.125,213.625,0.99388,3.24,0.4525,10.75,6
5.2,0.16,0.34,0.8,0.029,26,77,0.99155,3.25,0.51,10.1,6
6.02,0.35,0.192,1.8,0.0472,9.4,108,0.993062,3.148,0.466,9.04,5
6.95,0.36,0.225,4.65,0.0315,23,109,0.992085,3.34,0.54,11.9,6
6.414285714,0.302142857,0.388571429,9.542857143,0.046142857,68.28571429,170.2857143,0.99508,3.142857143,0.521428571,10.01666667,6
6.8,0.206666667,0.37,1.633333333,0.032666667,31.66666667,85,0.991246667,3.15,0.5,10.76666667,5
5.65,0.285,0.275,9.3,0.028,26.5,107.5,0.99348,3.28,0.365,10.85,6
5.6,0.1575,0.345,1.6,0.035,13,60,0.99059,3.26,0.69,11.35,8
7.05,0.216666667,0.346666667,2,0.038,23.16666667,111.3333333,0.993085,3.236666667,0.573333333,10.43333333,4
6.675,0.28,0.2875,11.325,0.04225,31,88.25,0.994015,3.1075,0.36,11.15,6
6.3,0.276666667,0.26,9.033333333,0.048333333,31.66666667,111,0.994418333,3.253333333,0.445,10.76666667,7
6.2,0.204166667,0.328333333,1.216666667,0.031166667,39,101.1666667,0.991433333,3.411666667,0.605,10.8,6
6.983333333,0.4725,0.345,8.108333333,0.047666667,31.83333333,172,0.996125,3.24,0.551666667,10.16666667,7
7.2875,0.35875,0.3125,6.94375,0.051125,13.875,92.125,0.9942,3.145,0.495,10.7,7
6.171428571,0.28,0.354285714,15.94285714,0.040714286,37.42857143,128.8571429,0.998734286,3.195714286,0.478571429,9.028571429,6
7.083333333,0.326666667,0.316666667,11.48333333,0.048666667,69.83333333,212.3333333,0.996903333,3.053333333,0.501666667,9.566666667,5
6.7,0.37,0.25,2.5,0.028,24,84,0.9909,3.14,0.36,11.7,6
7.35,0.35,0.345,5.85,0.054,23.5,150.5,0.995335,3.18,0.46,9.95,6
6.866666667,0.236666667,0.32,2.733333333,0.030333333,39.66666667,137.3333333,0.99,3.213333333,0.393333333,12.5,7
7.45,0.185,0.315,1.2,0.047,20.5,89.5,0.99305,3.11,0.44,10.05,7
6.2,0.243333333,0.486666667,1.066666667,0.052333333,14.66666667,119.6666667,0.992056667,3.103333333,0.44,9.733333333,5
6.6,0.316,0.314,13.16,0.0484,50.6,181.2,0.997999,3.378,0.492,9.92,5
6.1,0.334285714,0.222857143,2.6,0.031714286,52,100.2857143,0.990078571,3.305714286,0.421428571,12.01428571,5
8.66,0.252,0.4,8.3,0.0488,37.4,182.6,0.997102,3.076,0.614,9.76,6
6.3375,0.283125,0.28125,5.2375,0.03925,42,147,0.99248,3.2275,0.41,10.9375,7
6.4,0.25,0.32,11.3,0.038,69,192,0.99573,3.14,0.5,10.2,4
6.65,0.225,0.335,10.6,0.042,64,173.5,0.99566,3.075,0.515,10,6
6.4,0.245555556,0.298888889,11.26666667,0.039222222,53.66666667,138.2222222,0.99532,3.171111111,0.44,10.3,6
6.25,0.335,0.21,5.25,0.0445,7,97,0.99347,3.215,0.455,10.15,5
7.3,0.18,0.29,1.2,0.044,12,143,0.9918,3.2,0.48,11.3,7
6.78,0.202,0.348,1.58,0.0392,43,147.8,0.992242,3.292,0.556,10.78,8
6.925,0.285,0.305,5.05,0.03425,35.5,139.75,0.992265,3.2425,0.5025,11.925,7
7.633333333,0.356666667,0.346666667,1.5,0.041333333,17.33333333,166.6666667,0.993246667,3.166666667,0.493333333,10.1,5
6.6,0.24,0.35,7.7,0.031,36,135,0.9938,3.19,0.37,10.5,5
7.633333333,0.306666667,0.333333333,8.05,0.034166667,14.33333333,75.83333333,0.993993333,2.996666667,0.503333333,11.11666667,5
6.816666667,0.293333333,0.5,8.991666667,0.071833333,50.83333333,197.8333333,0.99601,3.161666667,0.523333333,9.833333333,5
6.885714286,0.294285714,0.278571429,3.128571429,0.047571429,51.28571429,173.7142857,0.993495714,3.231428571,0.502857143,10.25714286,7
5.666666667,0.3,0.246666667,1.566666667,0.032,49,158.6666667,0.990513333,3.38,0.46,11.7,6
6.266666667,0.326666667,0.263333333,1.4,0.044333333,28.33333333,112,0.992573333,3.3,0.546666667,10,6
6,0.31,0.285,4.25,0.0325,56.5,137.5,0.99029,3.125,0.38,12.25,6
8.95,0.22,0.52,1.85,0.0405,17,120.5,0.9947,3.075,0.545,10.3,6
6.933333333,0.286666667,0.483333333,12.45,0.0495,61.91666667,162.9166667,0.9983,3.203333333,0.443333333,8.966666667,5
6.266666667,0.433333333,0.17,7.2,0.046333333,34.33333333,143,0.99484,3.18,0.413333333,9.633333333,5
6.875,0.26,0.295,2.05,0.0485,38.25,155,0.991715,3.1425,0.4125,11.075,6
7.025,0.2025,0.33,6.45,0.04275,16.25,110.75,0.993385,3.11,0.455,10.8,6
6.5625,0.30625,0.36,7.225,0.043375,35.875,191.75,0.99541875,3.16625,0.51625,9.525,6
5.766666667,0.32,0.316666667,7.066666667,0.032,41.66666667,133.6666667,0.991433333,3.293333333,0.35,12.36666667,7
6.7,0.204,0.4,1.16,0.057,62,144.4,0.991352,3.166,0.522,10.78,6
7.611111111,0.282222222,0.3,15.75555556,0.051222222,21.44444444,136.1111111,0.99884,3.106666667,0.415555556,9.566666667,6
7.2,0.28,0.315,1.4,0.0325,26.5,73.5,0.989315,3.1,0.38,12.6,8
6.325,0.325,0.185,1.35,0.05075,29.5,118,0.99292,3.2725,0.5275,9.925,5
6.79,0.296,0.333,7.995,0.0397,28,122.8,0.993589,3.208,0.44,11.13,6
9.1,0.27,0.32,1.1,0.031,15,151,0.9936,3.03,0.41,10.6,5
6.8,0.18,0.28,8.7,0.047,52,242,0.9952,3.22,0.53,10.5,6
7.05,0.305,0.3,12.3,0.0455,53.5,201.5,0.99734,3.18,0.515,9.3,5
6.94,0.212,0.41,1.99,0.0392,33.4,131,0.991954,3.282,0.494,11.16,5
8.1,0.31,0.36,8.2,0.028,29,142,0.9925,3.01,0.34,13,7
6.8,0.32,0.333333333,7.083333333,0.034666667,39,117.3333333,0.992606667,3.18,0.466666667,11.73333333,6
6.55,0.305,0.345,8.1,0.048,54,201.5,0.995805,3.2,0.455,9.4,5
6.4,0.263333333,0.316666667,2.333333333,0.030666667,36.33333333,92,0.9903,3.27,0.57,12.2,7
7,0.44,0.24,12.1,0.056,68,210,0.99718,3.05,0.5,9.5,5
6.833333333,0.215,0.305,1.216666667,0.045333333,20.66666667,70.16666667,0.991046667,3.175,0.58,11.25,6
6.325,0.296875,0.31875,2.3125,0.03875,29.875,122.75,0.9904975,3.27375,0.44625,12.1125,6
6,0.178,0.382,1.32,0.042,73.8,150.4,0.990836,3.318,0.78,11.4,7
7.6,0.38,0.28,4.2,0.029,7,112,0.9906,3,0.41,12.6,6
6.4,0.18,0.74,11.9,0.046,54,168,0.9978,3.58,0.68,10.1,5
7.075,0.2125,0.2875,8.725,0.0825,54.5,178.25,0.99589,3.1275,0.4375,9.625,6
6.433333333,0.263333333,0.483333333,7.566666667,0.044666667,63.33333333,216.3333333,0.995686667,3.166666667,0.47,9.333333333,5
7.95,0.255,0.38,1.275,0.04675,33.25,145.75,0.99344,3.21,0.46,10.275,6
7.02,0.396,0.236,12.88,0.0348,58.6,185.6,0.997712,3.082,0.484,9.32,5
6.5,0.22,0.25,17.1,0.05,44,138,1.0001,3.3,0.37,8.8,5
7.7,0.3,0.456666667,8,0.045333333,59.66666667,161,0.99459,3.143333333,0.433333333,10.7,6
6.3,0.1,0.24,6,0.039,25,107,0.99511,3.59,0.49,10.5,6
6.636363636,0.295454545,0.407272727,8.227272727,0.045363636,50.81818182,166.1818182,0.994973636,3.157272727,0.501818182,9.972727273,6
7,0.3,0.38,14.9,0.032,60,181,0.9983,3.18,0.61,9.3,7
5.4,0.265,0.28,7.8,0.052,27,91,0.99432,3.19,0.38,10.4,6
7.16,0.264,0.416,8.24,0.0546,48,186.8,0.99636,3.324,0.5,9.66,6
6.95,0.325,0.28,7.4,0.0455,61,150,0.99498,3.045,0.43,9.65,6
7.1,0.27,0.27,10.4,0.041,26,114,0.99335,3.04,0.52,11.5,7
6.6,0.156666667,0.273333333,6.566666667,0.054,45.66666667,129,0.99412,3.276666667,0.396666667,10.1,6
6.875,0.3425,0.26,13.25,0.0475,25.5,112.75,0.99769,3.25,0.48,9.75,6
6.5,0.28,0.38,7.8,0.031,54,216,0.99154,3.03,0.42,13.1,5
7.228571429,0.267142857,0.268571429,5.114285714,0.052142857,30.71428571,123,0.994298571,3.245714286,0.46,10.12857143,6
6.7,0.27,0.25,8.1,0.0495,56,210.5,0.99605,3.095,0.51,8.95,5
6.7,0.22,0.31,1.35,0.0425,20.5,116,0.99107,3.155,0.44,10.8,5
5.7,0.2,0.475,1.65,0.029,23.5,116.5,0.9909,3.4,0.445,11.3,6
9.45,0.26,0.43,1.1,0.0375,12.5,59,0.9924,2.85,0.36,10.65,6
7.366666667,0.24,0.326666667,1.366666667,0.047,46.66666667,197.6666667,0.993376667,3.143333333,0.47,10.03333333,5
7.125,0.2175,0.2975,3.725,0.04475,70.125,216.375,0.994025,3.1975,0.55,9.6,7
7.3,0.17,0.36,8.2,0.028,44,111,0.99272,3.14,0.41,12.4,6
6.5,0.28,0.615,5.5,0.039,36.5,160,0.995,3.295,0.49,9.8,6
6.566666667,0.343333333,0.3,4.116666667,0.034666667,15.66666667,80,0.990176667,3.246666667,0.496666667,12.6,7
7.1,0.226666667,0.38,16.85,0.045333333,49,187,0.999213333,3.223333333,0.516666667,9.366666667,5
5.7,0.32,0.16,2.433333333,0.028666667,24,104.3333333,0.989733333,3.286666667,0.453333333,12.1,6
6.633333333,0.23,0.403333333,18.98333333,0.045333333,57.66666667,183,0.999933333,3.06,0.553333333,9.033333333,6
7.733333333,0.36,0.306666667,4.433333333,0.032666667,31,99.66666667,0.991433333,3.08,0.366666667,12.46666667,7
6.45,0.27625,0.3075,5.0625,0.057125,35.875,116.875,0.99262375,3.1725,0.475,11.025,6
6.9,0.3,0.25,3.3,0.041,26,124,0.99428,3.18,0.5,9.3,6
6.85,0.19,0.315,3.45,0.041,33,125.5,0.99444,3.14,0.455,10.2,7
6.333333333,0.306666667,0.216666667,1.766666667,0.036,18.66666667,67.66666667,0.990013333,3.236666667,0.45,12.03333333,7
6.4,0.32,0.23,16.2,0.055,36,176,0.9986,3.26,0.54,9.1,5
6.866666667,0.233333333,0.346666667,7.483333333,0.029666667,51.66666667,174.3333333,0.99358,3.166666667,0.39,11.26666667,5
6.2,0.358,0.294,4.99,0.0328,45.8,138,0.991342,3.196,0.41,11.58,7
6.9,0.25,0.24,3.6,0.057,13,85,0.9942,2.99,0.48,9.5,4
6.766666667,0.230833333,0.265,10.7,0.040666667,30,115.4166667,0.995293333,3.1875,0.418333333,10.61666667,7
6.514285714,0.177142857,0.39,1.8,0.054428571,49.57142857,134.2857143,0.991722857,3.23,0.537142857,10.82857143,7
8.6,0.275,0.325,1.4,0.0475,36,139.5,0.99336,3.1,0.47,10.25,5
9,0.26,0.34,6.7,0.029,21,162,0.99497,3.08,0.5,10.6,6
6.1,0.14,0.355,1.5,0.035,43,117,0.99335,3.44,0.51,9.35,6
6.525,0.2275,0.3525,9.0875,0.04275,35.5,127.25,0.993345,3.045,0.31,11.075,7
6.033333333,0.26,0.336666667,4.5,0.039333333,22,129.6666667,0.992776667,3.346666667,0.423333333,11.1,7
7.044444444,0.292222222,0.302222222,4.288888889,0.049666667,33.88888889,179.6666667,0.993222222,3.177777778,0.522222222,10.7,6
6.7,0.388,0.29,6.64,0.0404,18.2,103.4,0.99249,3.198,0.424,11.92,4
5.76,0.321,0.194,1.6,0.0278,25.6,101.4,0.99022,3.316,0.426,11.8,7
6.633333333,0.185833333,0.45,2.383333333,0.056333333,27.83333333,103.6666667,0.99299,3.363333333,0.541666667,10.8,6
7.74,0.304,0.338,1.64,0.043,24.2,163.6,0.99356,3.212,0.572,10.66,5
7.175,0.285,0.4425,1.225,0.05,9.75,137.75,0.992575,3.17,0.5225,10.55,6
7.6,0.31,0.36,7.75,0.048,40.5,168,0.99673,3.325,0.525,10.15,5
