fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
6.5,0.29,0.3,9.15,0.051,25,166,0.99339,3.24,0.56,11.35,6
6.9,0.19,0.35,1.7,0.036,33,101,0.99315,3.21,0.54,10.8,7
6.2,0.29,0.32,3.6,0.026,39,138,0.9892,3.31,0.37,13.1,7
9.5,0.21,0.47,1.3,0.039,21,123,0.9959,2.9,0.64,9.5,5
7.6,0.22,0.28,12,0.056,68,143,0.9983,2.99,0.3,9.2,6
6.8,0.24,0.29,2,0.044,15,96,0.99232,3.23,0.64,10.4,8
7.9,0.18,0.37,1.2,0.04,16,75,0.992,3.18,0.63,10.8,5
7.1,0.2,0.31,6.85,0.053,32,211,0.99587,3.31,0.59,10.4,6
6.7,0.48,0.32,1.4,0.021,22,121,0.9889,3.15,0.53,12.7,7
6,0.26,0.18,7,0.055,50,194,0.99591,3.21,0.43,9,5
6.9,0.21,0.33,1.8,0.034,48,136,0.9899,3.25,0.41,12.6,7
7,0.2,0.34,5.7,0.035,32,83,0.9928,3.19,0.46,11.5,6
6.7,0.29,0.45,14.3,0.054,30,181,0.99869,3.14,0.57,9.1,5
6,0.28,0.27,2.3,0.051,23,147,0.994,3.23,0.67,10.3,6
6.4,0.41,0.24,14,0.048,24,113,0.9982,3.44,0.53,9.8,6
7.6,0.3,0.37,1.6,0.087,27,177,0.99438,3.09,0.5,9.8,5
7.2,0.15,0.38,1.2,0.038,18,110,0.9917,3.19,0.43,11.1,6
7.4,0.19,0.3,12.8,0.053,48.5,229,0.9986,3.14,0.49,9.1,7
6.6,0.39,0.38,9.7,0.053,49,226,0.99787,3.3,0.57,9.4,6
6.3,0.33,0.2,17.9,0.066,36,161,0.9991,3.14,0.51,8.8,5
6.2,0.3,0.33,3.5,0.037,37,155,0.98987,3.18,0.37,12.4,6
6.6,0.41,0.16,1.4,0.037,28,160,0.99167,2.95,0.45,10.6,6
7.3,0.3,0.34,2.7,0.044,34,108,0.99105,3.36,0.53,12.8,8
6.4,0.17,0.32,2.4,0.048,41,200,0.9938,3.5,0.5,9.7,6
8.1,0.28,0.46,15.4,0.059,32,177,1.0004,3.27,0.58,9,4
6.6,0.23,0.3,14.9,0.051,33,118,0.99835,3.04,0.54,9,6
6.5,0.18,0.33,1.4,0.029,35,138,0.99114,3.36,0.6,11.5,7
6.6,0.25,0.3,14.4,0.052,40,183,0.998,3.02,0.5,9.1,6
6.1,0.27,0.31,1.5,0.035,17,83,0.99076,3.32,0.44,11.1,7
6.2,0.3,0.21,1.1,0.032,31,111,0.9889,2.97,0.42,12.2,6
8.1,0.34,0.28,7.5,0.04,70,230,0.99558,3.14,0.55,9.8,6
7.1,0.39,0.35,12.5,0.044,26,72,0.9941,3.17,0.29,11.6,5
7.8,0.43,0.49,13,0.033,37,158,0.9955,3.14,0.35,11.3,6
6.8,0.27,0.24,4.6,0.098,36,127,0.99412,3.15,0.49,9.6,6
7.15,0.17,0.24,9.6,0.119,56,178,0.99578,3.15,0.44,10.2,6
6.4,0.14,0.28,7.9,0.057,21,82,0.99425,3.26,0.36,10,6
6.6,0.34,0.25,4.8,0.038,16,121,0.99198,3.36,0.71,12.6,6
8.4,0.19,0.42,1.6,0.047,9,101,0.994,3.06,0.65,11.1,4
6.2,0.21,0.27,1.7,0.038,41,150,0.9933,3.49,0.71,10.5,7
6.6,0.26,0.21,2.9,0.026,48,126,0.99089,3.22,0.38,11.3,7
6.8,0.26,0.22,7.7,0.047,57,210,0.9959,3.1,0.47,9,5
7.1,0.25,0.25,1.6,0.046,50,181,0.9925,3.2,0.42,11,7
9.2,0.28,0.41,1,0.042,14,59,0.9922,2.96,0.25,10.5,6
6.3,0.24,0.29,13.7,0.035,53,134,0.99567,3.17,0.38,10.6,6
6.4,0.22,0.49,7.5,0.054,42,151,0.9948,3.27,0.52,10.1,6
6.6,0.46,0.49,7.4,0.052,19,184,0.9956,3.11,0.38,9,5
6.3,0.33,0.42,17.2,0.037,57,170,0.99884,3.26,0.57,9.4,6
7.2,0.22,0.24,1.4,0.041,17,159,0.99196,3.25,0.53,11.2,6
7.2,0.2,0.22,1.6,0.044,17,101,0.99471,3.37,0.53,10,5
6.2,0.16,0.34,1.7,0.038,85,153,0.9909,3.33,0.86,12,7
7,0.3,0.28,2.2,0.042,21,177,0.99166,3.2,0.57,11.4,5
6.2,0.24,0.27,2.9,0.039,30,123,0.98959,3.12,0.37,12.8,6
6.8,0.28,0.37,7,0.057,35,208,0.9973,3.57,0.55,10.2,5
9.2,0.28,0.46,3.2,0.058,39,133,0.996,3.14,0.58,9.5,5
6.5,0.2,0.31,2.1,0.033,32,95,0.989435,2.96,0.61,12,6
8,0.18,0.49,1.8,0.061,10,145,0.9942,3.23,0.48,10,5
5.2,0.31,0.2,2.4,0.027,27,117,0.98886,3.56,0.45,13,7
6.6,0.38,0.15,4.6,0.044,25,78,0.9931,3.11,0.38,10.2,6
5.3,0.4,0.25,3.9,0.031,45,130,0.99072,3.31,0.58,11.75,7
6.8,0.35,0.44,6.5,0.056,31,161,0.9952,3.14,0.44,9.5,5
6.9,0.19,0.33,1.6,0.039,27,98,0.9898,3.09,0.46,12.3,7
7.2,0.25,0.19,8,0.044,51,172,0.9964,3.16,0.44,9.2,5
6.1,0.3,0.56,2.8,0.044,47,179,0.9924,3.3,0.57,10.9,7
6.3,0.26,0.29,2.2,0.043,35,175,0.9918,3.38,0.43,11.6,6
6.3,0.15,0.3,1.4,0.022,38,100,0.99099,3.42,0.57,11.4,7
7.2,0.32,0.4,8.7,0.038,45,154,0.99568,3.2,0.47,10.4,6
7.3,0.25,0.36,2.1,0.034,30,177,0.99085,3.25,0.4,11.9,8
6.7,0.25,0.26,1.55,0.041,118.5,216,0.9949,3.55,0.63,9.4,3
7.5,0.23,0.68,11,0.047,37,133,0.9978,2.99,0.38,8.8,5
6.6,0.24,0.38,12.75,0.034,8,74,0.99386,3.1,0.57,12.9,6
8.2,0.31,0.43,7,0.047,18,87,0.99628,3.23,0.64,10.6,5
6.5,0.18,0.34,1.6,0.04,43,148,0.9912,3.32,0.59,11.5,8
7.7,0.29,0.29,4.8,0.06,27,156,0.99572,3.49,0.59,10.3,6
6.9,0.39,0.4,4.6,0.022,5,19,0.9915,3.31,0.37,12.6,3
5.8,0.32,0.31,2.7,0.049,25,153,0.99067,3.44,0.73,12.2,7
7,0.15,0.28,14.7,0.051,29,149,0.99792,2.96,0.39,9,7
6.2,0.1,0.41,1,0.04,17,76,0.98988,3.14,0.56,11.4,7
7.2,0.21,0.36,15.7,0.045,68,183,0.99922,3.25,0.76,9.4,5
4.4,0.46,0.1,2.8,0.024,31,111,0.98816,3.48,0.34,13.1,6
6.5,0.32,0.3,2.3,0.051,20,127,0.98964,3.13,0.52,12.8,6
6.7,0.22,0.33,1.2,0.036,36,86,0.99058,3.1,0.76,11.4,6
9,0.26,0.34,6.7,0.029,21,162,0.99497,3.08,0.5,10.6,6
7.4,0.18,0.4,1.6,0.047,22,102,0.9937,3.28,0.44,10.7,5
6.5,0.51,0.25,1.7,0.048,39,177,0.99212,3.28,0.57,10.6,5
6.9,0.3,0.21,15.7,0.056,49,159,0.99827,3.11,0.48,9,5
7.2,0.24,0.27,11.4,0.034,40,174,0.99773,3.2,0.44,9,5
7.7,0.3,0.42,14.3,0.045,45,213,0.9991,3.18,0.63,9.2,5
6.8,0.2,0.38,4.7,0.04,27,103,0.994,3.37,0.58,10.7,6
6.3,0.37,0.28,6.3,0.034,45,152,0.9921,3.29,0.46,11.6,7
7.1,0.16,0.25,1.3,0.034,28,123,0.9915,3.27,0.55,11.4,6
8.7,0.23,0.32,13.4,0.044,35,169,0.99975,3.12,0.47,8.8,7
5,0.33,0.16,1.5,0.049,10,97,0.9917,3.48,0.44,10.7,6
7.3,0.24,0.43,2,0.021,20,69,0.99,3.08,0.56,12.2,6
10.3,0.25,0.48,2.2,0.042,28,164,0.998,3.19,0.59,9.7,5
5.8,0.2,0.3,1.5,0.031,21,57,0.99115,3.44,0.55,11,6
5.8,0.22,0.29,1.3,0.036,25,68,0.98865,3.24,0.35,12.6,6
7.3,0.26,0.49,5,0.028,32,107,0.9936,3.24,0.54,10.8,6
6.9,0.33,0.62,7.5,0.038,46,132,0.99143,3.23,0.43,13.4,7
6.4,0.17,0.34,1.5,0.091,42,135,0.9938,3.25,0.49,9.6,7
6.7,0.21,0.34,1.5,0.035,45,123,0.98949,3.24,0.36,12.6,7
6,0.19,0.26,1.4,0.039,30,104,0.98998,3.32,0.41,12.4,6
6.6,0.29,0.39,6.75,0.031,22,98,0.9913,3.15,0.8,12.9,7
7.3,0.31,0.25,6.65,0.032,30,138,0.99244,2.9,0.37,11.1,5
6.1,0.34,0.27,2.6,0.024,20,105,0.9906,3.4,0.67,12.2,7
6.7,0.37,0.25,2.5,0.028,24,84,0.9909,3.14,0.36,11.7,6
6.4,0.16,0.37,1.5,0.037,27,109,0.99345,3.38,0.5,9.8,6
6.4,0.23,0.35,10.3,0.042,54,140,0.9967,3.23,0.47,9.2,5
5.8,0.23,0.27,1.8,0.043,24,69,0.9933,3.38,0.31,9.4,6
6.7,0.25,0.31,1.35,0.061,30.5,218,0.99388,3.16,0.53,9.5,5
7.2,0.17,0.34,6.4,0.042,16,111,0.99278,2.99,0.4,10.8,6
6.8,0.19,0.4,9.85,0.055,41,103,0.99532,2.98,0.56,10.5,6
6.7,0.21,0.36,8.55,0.02,20,86,0.99146,3.19,0.22,13.4,7
6.7,0.31,0.44,6.7,0.054,29,160,0.9952,3.04,0.44,9.6,5
7,0.18,0.37,1.5,0.043,16,104,0.99216,3.18,0.5,10.8,5
7.3,0.28,0.54,12.9,0.049,62,162.5,0.9984,3.06,0.45,9.1,6
6,0.26,0.29,3.1,0.041,37,144,0.98944,3.22,0.39,12.8,7
8.3,0.16,0.37,7.9,0.025,38,107,0.99306,2.93,0.37,11.9,6
6.4,0.31,0.31,12.9,0.045,55,161,0.99546,3.02,0.59,10.2,5
6.4,0.14,0.31,1.2,0.034,53,138,0.99084,3.38,0.35,11.5,7
6.6,0.23,0.32,1.7,0.024,26,102,0.99084,3.29,0.6,11.8,6
6.5,0.26,0.34,1.4,0.04,25,184,0.99216,3.29,0.46,10.7,5
8.6,0.36,0.26,11.1,0.03,43.5,171,0.9948,3.03,0.49,12,5
5.2,0.365,0.08,13.5,0.041,37,142,0.997,3.46,0.39,9.9,6
6.4,0.34,0.2,14.9,0.06,37,162,0.9983,3.13,0.45,9,4
5.2,0.185,0.22,1,0.03,47,123,0.99218,3.55,0.44,10.15,6
5.9,0.29,0.16,7.9,0.044,48,197,0.99512,3.21,0.36,9.4,5
6.9,0.32,0.27,16,0.034,58,185,0.99938,3.34,0.6,9,6
6.4,0.27,0.3,1.6,0.04,19,86,0.99089,3.32,0.65,11.5,6
8.4,0.31,0.31,0.95,0.021,52,148,0.99038,2.93,0.32,11.5,5
6.6,0.27,0.25,3.1,0.052,41,188,0.9915,3.24,0.4,11.3,5
7.6,0.31,0.23,12.7,0.054,20,139,0.99836,3.16,0.5,9.7,4
6.4,0.28,0.44,7.1,0.048,49,179,0.99528,3.15,0.48,9.2,5
6.7,0.2,0.41,9.1,0.044,50,166,0.9954,3.14,0.58,9.8,6
5.2,0.44,0.04,1.4,0.036,43,119,0.9894,3.36,0.33,12.1,8
7.9,0.19,0.45,1.5,0.045,17,96,0.9917,3.13,0.39,11,6
7.2,0.55,0.09,1.5,0.108,16,151,0.9938,3.07,0.57,9.2,4
5.6,0.34,0.25,2.5,0.046,47,182,0.99093,3.21,0.4,11.3,5
7.6,0.19,0.37,13.1,0.033,52,151,0.99726,3.18,0.79,10.4,6
7.6,0.2,0.3,14.2,0.056,53,212.5,0.999,3.14,0.46,8.9,8
5.6,0.19,0.31,2.7,0.027,11,100,0.98964,3.46,0.4,13.2,7
7.3,0.4,0.28,6.5,0.037,26,97,0.99148,3.16,0.58,12.6,7
6.8,0.27,0.28,7.8,0.038,26,89,0.9915,3.24,0.34,12.5,6
6.1,0.28,0.32,2.5,0.042,23,218.5,0.9935,3.27,0.6,9.8,5
6.9,0.44,0.42,8.5,0.048,10,147,0.9974,3.32,0.46,9.5,6
6,0.22,0.28,1.1,0.034,47,90,0.98862,3.22,0.38,12.6,6
6.4,0.22,0.49,7.5,0.054,42,151,0.9948,3.27,0.52,10.1,6
6.9,0.28,0.3,1.6,0.047,46,132,0.9918,3.35,0.38,11.1,7
6.5,0.24,0.32,7.6,0.038,48,203,0.9958,3.45,0.54,9.7,7
7.1,0.44,0.27,8.4,0.057,60,160,0.99257,3.16,0.36,11.8,6
6.9,0.19,0.32,7.9,0.042,30,130,0.99456,3.4,0.39,10.5,6
6.4,0.27,0.17,8.4,0.044,60,198,0.99578,3.21,0.47,9.4,5
7.3,0.19,0.27,13.9,0.057,45,155,0.99807,2.94,0.41,8.8,8
4.7,0.785,0,3.4,0.036,23,134,0.98981,3.53,0.92,13.8,6
6.6,0.39,0.22,4,0.038,17,98,0.99018,3.25,0.53,13,7
7.4,0.16,0.3,13.7,0.056,33,168,0.99825,2.9,0.44,8.7,7
5.8,0.26,0.18,1.2,0.031,40,114,0.9908,3.42,0.4,11,7
7.1,0.17,0.4,14.55,0.047,47,156,0.99945,3.34,0.78,9.1,6
6,0.26,0.26,2.2,0.035,10,72,0.989465,3.11,0.48,12.15,6
6.1,0.45,0.27,0.8,0.039,13,82,0.9927,3.23,0.32,9.5,5
7.1,0.16,0.36,1.2,0.043,21,90,0.9925,3.16,0.42,11,7
6.7,0.18,0.3,6.4,0.048,40,251,0.9956,3.29,0.52,10,5
6.6,0.36,0.24,0.9,0.038,15,72,0.99066,3.23,0.39,11,5
6.6,0.12,0.25,1.4,0.039,21,131,0.99114,3.2,0.45,11.2,7
7.3,0.34,0.3,1.3,0.057,25,173,0.9948,3.26,0.51,9.1,6
7.3,0.24,0.34,15.4,0.05,38,174,0.9983,3.03,0.42,9,6
7.5,0.26,0.26,18.35,0.084,33,139,1.0011,3.17,0.39,8.8,5
7.3,0.32,0.29,1.5,0.038,32,144,0.99296,3.2,0.55,10.8,5
8.4,0.27,0.46,8.7,0.048,39,197,0.9974,3.14,0.59,9.6,6
6.2,0.15,0.27,1.4,0.041,51,117,0.9909,3.28,0.38,11.2,6
6.6,0.19,0.43,10.9,0.045,53,154,0.99752,3.52,0.77,10.4,6
6.3,0.26,0.42,7.1,0.045,62,209,0.99544,3.2,0.53,9.5,6
6.8,0.14,0.18,1.4,0.047,30,90,0.99164,3.27,0.54,11.2,6
6.8,0.43,0.3,3.5,0.033,27,135,0.9906,3,0.37,12,6
5.4,0.185,0.19,7.1,0.048,36,110,0.99438,3.26,0.41,9.5,6
7.8,0.25,0.28,7.2,0.04,46,179,0.99541,3.14,0.6,10.1,6
6.3,0.23,0.31,1.5,0.022,11,82,0.9892,3.3,0.4,12.9,7
8.2,0.42,0.29,4.1,0.03,31,100,0.9911,3,0.32,12.8,7
8.9,0.27,0.34,10.7,0.029,19.5,166,0.99669,3.13,0.48,10.6,5
7.5,0.28,0.41,1.3,0.044,11,126,0.99293,3.28,0.45,10.3,5
7.6,0.23,0.34,1.6,0.043,24,129,0.99305,3.12,0.7,10.4,5
6.4,0.24,0.29,1,0.038,18,122,0.9906,3.3,0.42,11.5,5
6.8,0.45,0.3,11.8,0.094,23,97,0.997,3.09,0.44,9.6,5
7.3,0.17,0.36,8.2,0.028,44,111,0.99272,3.14,0.41,12.4,6
6.1,0.37,0.46,12,0.042,61,210,0.997,3.17,0.59,9.7,6
7.4,0.24,0.42,14,0.066,48,198,0.9979,2.89,0.42,8.9,6
6.2,0.34,0.29,7.6,0.047,45,232,0.9955,3.35,0.62,10,6
4.9,0.345,0.34,1,0.068,32,143,0.99138,3.24,0.4,10.1,5
8.3,0.24,0.27,2.1,0.03,22,162,0.9914,2.99,0.68,11.9,6
7.3,0.655,0.2,10.2,0.071,28,212,0.9971,2.96,0.58,9.2,6
6.8,0.2,0.36,1.6,0.028,7,46,0.99175,3.21,0.6,10.9,6
6.9,0.19,0.4,1.4,0.036,14,55,0.9909,3.08,0.68,11.5,7
5.5,0.16,0.31,1.2,0.026,31,68,0.9898,3.33,0.44,11.65,6
6.8,0.21,0.27,18.15,0.042,41,146,1.0001,3.3,0.36,8.7,5
6.2,0.3,0.28,1.6,0.036,28,106,0.988245,3.14,0.41,13.3,6
7.8,0.24,0.32,12.2,0.054,42,138,0.9984,3.01,0.54,8.8,5
6.4,0.16,0.32,8.75,0.038,38,118,0.99449,3.19,0.41,10.7,5
6.9,0.24,0.4,15.4,0.052,81,198,0.9986,3.2,0.69,9.4,5
7.1,0.12,0.32,9.6,0.054,64,162,0.9962,3.4,0.41,9.4,5
6.7,0.21,0.48,14.8,0.05,31,195,0.99942,2.95,0.75,8.8,6
10.7,0.22,0.56,8.2,0.044,37,181,0.998,2.87,0.68,9.5,6
7.3,0.18,0.29,1,0.036,26,101,0.99,3.09,0.37,11.7,6
7.4,0.24,0.22,10.7,0.042,26,81,0.9954,2.86,0.36,9.7,6
7.3,0.21,0.29,1.6,0.034,29,118,0.9917,3.3,0.5,11,8
9.1,0.59,0.38,1.6,0.066,34,182,0.9968,3.23,0.38,8.5,3
6.5,0.19,0.27,4.9,0.037,13,101,0.9916,3.17,0.41,11.8,6
7.3,0.25,0.26,7.2,0.048,52,207,0.99587,3.12,0.37,9.2,5
6.6,0.21,0.39,2.3,0.041,31,102,0.99221,3.22,0.58,10.9,7
6.7,0.47,0.34,8.9,0.043,31,172,0.9964,3.22,0.6,9.2,5
7.9,0.17,0.32,1.6,0.053,47,150,0.9948,3.29,0.76,9.6,6
6.9,0.18,0.38,8.1,0.049,44,176,0.9958,3.3,0.54,9.8,6
7.4,0.3,0.49,8.2,0.055,49,188,0.9974,3.52,0.58,9.7,6
6.6,0.27,0.29,5.3,0.045,57,189,0.9953,3.31,0.79,9.8,5
6.5,0.27,0.19,6.6,0.045,98,175,0.99364,3.16,0.34,10.1,6
6,0.615,0.04,0.8,0.032,8,50,0.99036,3.14,0.4,11,4
6.8,0.21,0.37,7,0.038,27,107,0.99206,2.98,0.82,11.5,6
6.8,0.21,0.55,14.6,0.053,34,159,0.99805,2.93,0.44,9.2,5
7.1,0.27,0.28,1.25,0.023,3,89,0.98993,2.95,0.3,11.4,4
6.5,0.21,0.28,1.4,0.046,26,66,0.99199,3.43,0.48,11.1,6
7.2,0.37,0.4,11.6,0.032,34,214,0.9963,3.1,0.51,9.8,6
6.6,0.3,0.45,8,0.038,54,200,0.9956,3.18,0.48,9.5,5
7.5,0.32,0.49,1.7,0.031,44,109,0.9906,3.07,0.46,12.5,6
9.2,0.34,0.27,1.2,0.026,17,73,0.9921,3.08,0.39,10.8,5
8.1,0.26,0.27,4.3,0.03,43,123,0.99212,3.16,0.33,11.2,6
7.5,0.38,0.33,5,0.045,30,131,0.9942,3.32,0.44,10.9,6
7,0.35,0.24,1.9,0.04,21,144,0.9923,3.35,0.38,11,5
7.5,0.34,0.35,6,0.034,12,126,0.9924,3.16,0.39,12,7
6.5,0.39,0.23,5.4,0.051,25,149,0.9934,3.24,0.35,10,5
8.2,0.2,0.49,3.5,0.057,14,108,0.9928,3.19,0.35,11.5,6
6,0.26,0.32,3.5,0.028,29,113,0.9912,3.4,0.71,12.3,7
6.9,0.24,0.49,1.3,0.032,35,148,0.9932,3.45,0.57,10.7,7
6.6,0.23,0.2,11.4,0.044,45,131,0.99604,2.96,0.51,9.7,6
7.1,0.09,0.3,6.2,0.032,24,134,0.993,2.99,0.39,10.9,6
6.2,0.3,0.42,2.2,0.036,28,128,0.9901,3.13,0.38,11.6,6
7.1,0.23,0.24,5.4,0.039,60,196,0.9948,3.19,0.78,10,4
6.7,0.31,0.18,7.7,0.043,57,200,0.99566,3.17,0.44,9.4,6
6.6,0.37,0.47,6.5,0.061,23,150,0.9954,3.14,0.45,9.6,6
6.6,0.42,0.33,2.8,0.034,15,85,0.99,3.28,0.51,13.4,6
7.2,0.29,0.4,7.6,0.024,56,177,0.9928,3.04,0.32,11.5,6
5.6,0.12,0.33,2.9,0.044,21,73,0.98896,3.17,0.32,12.9,8
6.5,0.26,0.28,12.5,0.046,80,225,0.99685,3.18,0.41,10,6
6.8,0.39,0.35,11.6,0.044,57,220,0.99775,3.07,0.53,9.3,5
6.1,0.3,0.3,2.1,0.031,50,163,0.9895,3.39,0.43,12.7,7
5.9,0.32,0.28,4.7,0.039,34,94,0.98964,3.22,0.57,13.1,7
6.6,0.3,0.24,1.2,0.034,17,121,0.9933,3.13,0.36,9.2,5
7.4,0.24,0.29,10.1,0.05,21,105,0.9962,3.13,0.35,9.5,5
8.4,0.3,0.25,17.75,0.047,25,218,1.00016,2.98,0.66,9.1,5
6.9,0.16,0.35,1.3,0.043,21,182,0.9927,3.25,0.62,10.8,6
4.9,0.335,0.14,1.3,0.036,69,168,0.99212,3.47,0.46,10.46666667,5
7.2,0.25,0.28,14.4,0.055,55,205,0.9986,3.12,0.38,9,7
7.4,0.18,0.36,13.1,0.056,72,163,1,3.42,0.35,9.1,6
6.2,0.18,0.38,1.5,0.028,36,117,0.993,3.47,0.54,9.7,6
6.1,0.19,0.37,2.6,0.041,24,99,0.99153,3.18,0.5,10.9,6
5.7,0.21,0.25,1.1,0.035,26,81,0.9902,3.31,0.52,11.4,6
7,0.32,0.35,1.5,0.039,24,125,0.9918,3.17,0.64,12.2,6
7,0.31,0.35,1.6,0.063,13,119,0.99184,3.22,0.5,10.7,5
7.4,0.35,0.2,13.9,0.054,63,229,0.99888,3.11,0.5,8.9,6
5.6,0.22,0.32,1.2,0.024,29,97,0.98823,3.2,0.46,13.05,7
4.8,0.225,0.38,1.2,0.074,47,130,0.99132,3.31,0.4,10.3,6
6.2,0.33,0.19,5.6,0.042,22,143,0.99425,3.15,0.63,9.9,5
6,0.39,0.26,2.7,0.038,39,187,0.99325,3.41,0.5,10.8,6
5.9,0.25,0.27,1.5,0.029,37,81,0.9892,3.2,0.46,12.2,6
6.4,0.27,0.45,8.3,0.05,52,196,0.9955,3.18,0.48,9.5,5
7,0.35,0.31,1.8,0.069,15,162,0.9944,3.18,0.47,9.4,5
6.4,0.16,0.25,1.4,0.057,21,125,0.99091,3.23,0.44,11.1,7
7.2,0.17,0.41,1.6,0.052,24,126,0.99228,3.19,0.49,10.8,5
6.8,0.21,0.31,2.9,0.046,40,121,0.9913,3.07,0.65,10.9,7
7.2,0.2,0.38,1,0.037,21,74,0.9918,3.21,0.37,11,5
6.9,0.23,0.35,6.9,0.03,45,116,0.99244,2.8,0.54,11,6
5.4,0.29,0.38,1.2,0.029,31,132,0.98895,3.28,0.36,12.4,6
7.7,0.32,0.61,11.8,0.041,66,188,0.99794,3,0.54,9.3,5
7.4,0.29,0.5,1.8,0.042,35,127,0.9937,3.45,0.5,10.2,7
7.5,0.24,0.49,9.4,0.048,50,149,0.9962,3.17,0.59,10.5,7
7.8,0.32,0.33,2.4,0.037,18,101,0.9912,3.21,0.65,11.7,7
5.6,0.245,0.25,9.7,0.032,12,68,0.994,3.31,0.34,10.5,5
5.8,0.27,0.2,7.3,0.04,42,145,0.99442,3.15,0.48,9.8,5
8,0.44,0.49,9.1,0.031,46,151,0.9926,3.16,0.27,12.7,8
6.9,0.28,0.41,1.4,0.016,6,55,0.98876,3.16,0.4,13.4,5
6.9,0.41,0.33,10.1,0.043,28,152,0.9968,3.2,0.52,9.4,5
7.9,0.345,0.51,15.3,0.047,54,171,0.9987,3.09,0.51,9.1,5
7.1,0.33,0.64,13.2,0.056,12,105,0.9972,3.05,0.39,9.2,5
6.9,0.16,0.3,9.6,0.057,50,185,0.9978,3.39,0.38,9.6,6
6.8,0.18,0.3,12.8,0.062,19,171,0.99808,3,0.52,9,7
5.7,0.1,0.27,1.3,0.047,21,100,0.9928,3.27,0.46,9.5,5
8,0.36,0.43,10.1,0.053,29,146,0.9982,3.4,0.46,9.5,6
7.1,0.2,0.3,0.9,0.019,4,28,0.98931,3.2,0.36,12,6
7.5,0.34,0.28,4,0.028,46,100,0.98958,3.2,0.5,13.2,7
7,0.24,0.3,4.2,0.04,41,213,0.9927,3.28,0.49,11.8,6
7.2,0.24,0.27,1.4,0.038,31,122,0.9927,3.15,0.46,10.3,6
6.6,0.28,0.41,7,0.046,59,194,0.99558,3.14,0.48,9.4,5
6.7,0.28,0.34,8.9,0.048,32,111,0.99455,3.25,0.54,11,7
6.1,0.34,0.21,5,0.042,17,133,0.99373,3.02,0.53,9.4,5
7.1,0.49,0.22,2,0.047,146.5,307.5,0.9924,3.24,0.37,11,3
6.8,0.18,0.37,1.6,0.055,47,154,0.9934,3.08,0.45,9.1,5
6.2,0.24,0.25,12.5,0.055,47,134,0.99758,3.3,0.51,9,5
9.2,0.71,0.23,6.2,0.042,15,93,0.9948,2.89,0.34,10.1,6
5.8,0.27,0.22,12.7,0.058,42,206,0.9946,3.32,0.38,12.3,6
6.9,0.42,0.2,15.4,0.043,57,201,0.99848,3.08,0.54,9.4,5
7.5,0.23,0.36,7,0.036,43,161,0.9938,3.04,0.32,11,5
6.1,0.36,0.58,15,0.044,42,115,0.9978,3.15,0.51,9,5
6.9,0.18,0.36,1.3,0.036,40,117,0.9934,3.27,0.95,9.5,7
6,0.27,0.28,4.8,0.063,31,201,0.9964,3.69,0.71,10,5
6.3,0.19,0.28,1.8,0.022,28,158,0.9907,3.2,0.64,11.4,6
6.1,0.32,0.33,10.7,0.036,27,98,0.99521,3.34,0.52,10.2,6
5.9,0.34,0.31,2,0.03,38,142,0.98892,3.4,0.41,12.9,7
7.3,0.25,0.36,2.1,0.034,30,177,0.99085,3.25,0.4,11.9,8
6.1,0.28,0.25,17.75,0.044,48,161,0.9993,3.34,0.48,9.5,5
6.7,0.24,0.35,13.1,0.05,64,205,0.997,3.15,0.5,9.5,5
7.2,0.24,0.29,3,0.036,17,117,0.99411,3.36,0.68,10.1,6
6.3,0.34,0.36,4.9,0.035,31,185,0.9946,3.15,0.49,9.7,5
6,0.32,0.46,1.5,0.05,56,189,0.99308,3.24,0.49,9.6,5
6.9,0.32,0.26,8.3,0.053,32,180,0.9965,3.25,0.51,9.2,6
5.3,0.31,0.38,10.5,0.031,53,140,0.99321,3.34,0.46,11.7,6
8.8,0.34,0.33,9.7,0.036,46,172,0.9966,3.08,0.4,10.2,5
6.4,0.16,0.44,1.2,0.051,39,122,0.99058,3.11,0.75,11.3,7
6.8,0.19,0.36,1.9,0.035,30,96,0.9917,3.15,0.54,10.8,7
7.3,0.18,0.29,1.2,0.044,12,143,0.9918,3.2,0.48,11.3,7
8.3,0.2,0.74,4.45,0.044,33,130,0.9924,3.25,0.42,12.2,6
7.6,0.17,0.35,1.6,0.047,43,154,0.9934,3.36,0.69,11.1,6
6.1,0.46,0.32,6.2,0.053,10,94,0.99537,3.35,0.47,10.1,5
9.2,0.25,0.34,1.2,0.026,31,93,0.9916,2.93,0.37,11.3,7
6,0.28,0.29,19.3,0.051,36,174,0.99911,3.14,0.5,9,5
6.3,0.21,0.28,1.5,0.051,46,142,0.9928,3.23,0.42,10.1,6
6.2,0.53,0.02,0.9,0.035,6,81,0.99234,3.24,0.35,9.5,4
6.9,0.21,0.33,1.4,0.056,35,136,0.9938,3.63,0.78,10.3,6
6.6,0.18,0.26,17.3,0.051,17,149,0.9984,3,0.43,9.4,6
6.6,0.25,0.31,1.5,0.035,32,127,0.9921,3.41,0.47,11.3,6
6.8,0.22,0.32,5.9,0.054,40,152,0.9938,3.2,0.57,10.8,6
6.1,0.105,0.31,1.3,0.037,55,145,0.9912,3.41,0.41,11.1,7
7.8,0.16,0.41,1.7,0.026,29,140,0.991,3.02,0.78,12.5,6
