fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
8.3,0.36,0.57,15,0.052,35,256,1.0001,2.93,0.64,8.6,5
7.2,0.46,0.65,10.4,0.05,76,192,0.9976,3.16,0.42,8.7,5
8.1,0.2,0.49,8.1,0.051,51,205,0.9954,3.1,0.52,11,6
7.4,0.24,0.22,10.7,0.042,26,81,0.9954,2.86,0.36,9.7,6
6.6,0.56,0.16,3.1,0.045,28,92,0.994,3.12,0.35,9.1,6
6.45,0.14,0.42,1.2,0.05,51,129,0.99116,3.27,0.69,11.1,7
7.6,0.23,0.49,10,0.036,45,182,0.9967,3.08,0.58,9.6,6
6.4,0.31,0.38,2.9,0.038,19,102,0.9912,3.17,0.35,11,7
6.7,0.26,0.26,4,0.079,35.5,216,0.9956,3.31,0.68,9.5,5
6.8,0.17,0.17,5.1,0.049,26,82,0.993,3,0.38,9.8,6
5.8,0.61,0.01,8.4,0.041,31,104,0.9909,3.26,0.72,14.05,7
7.3,0.17,0.24,8.1,0.121,32,162,0.99508,3.17,0.38,10.4,8
6.6,0.22,0.28,4.9,0.042,51,180,0.9952,3.3,0.75,9.5,6
7.5,0.32,0.37,1.2,0.048,22,184,0.9938,3.09,0.43,9.3,5
7.1,0.2,0.27,9.6,0.037,19,105,0.99444,3.04,0.37,10.5,7
6.8,0.29,0.32,1.8,0.032,18,130,0.99095,3.05,0.62,11.2,6
6.9,0.52,0.54,7.9,0.036,23,169,0.99267,3.26,0.47,12.2,6
8.2,0.37,0.64,13.9,0.043,22,171,0.99873,2.99,0.8,9.3,5
7.1,0.39,0.79,1.4,0.194,23,90,0.99212,3.17,0.46,10.5,6
5.9,0.445,0.26,1.4,0.027,23,109,0.99148,3.3,0.36,10.5,6
5.8,0.13,0.22,12.7,0.058,24,183,0.9956,3.32,0.42,11.7,6
7.5,0.29,0.31,8.95,0.055,20,151,0.9968,3.08,0.54,9.3,5
6.1,0.23,0.45,10.6,0.094,49,169,0.99699,3.05,0.54,8.8,5
7.1,0.2,0.37,1.5,0.049,28,129,0.99226,3.15,0.52,10.8,5
7,0.14,0.41,0.9,0.037,22,95,0.9914,3.25,0.43,10.9,6
7.1,0.2,0.37,1.5,0.049,28,129,0.99226,3.15,0.52,10.8,5
7.4,0.2,0.36,1.2,0.038,44,111,0.9926,3.36,0.34,9.9,6
6.4,0.24,0.5,11.6,0.047,60,211,0.9966,3.18,0.57,9.3,5
9.4,0.28,0.3,1.6,0.045,36,139,0.99534,3.11,0.49,9.3,5
7.5,0.31,0.51,14.8,0.039,62,204,0.9982,3.06,0.6,9.5,5
6.1,0.41,0.24,1.6,0.049,16,137,0.993,3.32,0.5,10.4,6
8.3,0.14,0.34,1.1,0.042,7,47,0.9934,3.47,0.4,10.2,6
7.2,0.23,0.38,14.3,0.058,55,194,0.9979,3.09,0.44,9,6
8.4,0.58,0.27,12.15,0.033,37,116,0.9959,2.99,0.39,10.8,6
8,0.57,0.39,3.9,0.034,22,122,0.9917,3.29,0.67,12.8,7
6.4,0.29,0.2,15.6,0.04,20,142,0.9962,3.1,0.54,10.6,5
7.3,0.21,0.3,10.9,0.037,18,112,0.997,3.4,0.5,9.6,6
6.7,0.46,0.27,5.2,0.039,35,96,0.99129,3.16,0.44,12.4,7
5.2,0.38,0.26,7.7,0.053,20,103,0.9925,3.27,0.45,12.2,6
6.3,0.24,0.37,1.8,0.031,6,61,0.9897,3.3,0.34,12.2,4
6.7,0.3,0.5,12.1,0.045,38,127,0.9974,3.04,0.53,8.9,6
8.5,0.25,0.27,4.7,0.031,31,92,0.9922,3.01,0.33,12,6
7.3,0.19,0.68,1.5,0.05,31,156,0.9946,3.32,0.64,9.4,6
5,0.27,0.4,1.2,0.076,42,124,0.99204,3.32,0.47,10.1,6
7.5,0.33,0.39,12.4,0.065,29,119,0.9974,3.16,0.39,9.4,5
6,0.33,0.2,1.8,0.031,49,159,0.9919,3.41,0.53,11,6
7.2,0.34,0.28,10.4,0.108,43,187,0.99738,2.96,0.57,9.4,5
7,0.15,0.3,13.3,0.049,46,120,0.99704,3.2,0.36,9.5,7
7.4,0.44,0.2,11.5,0.049,44,157,0.998,3.27,0.44,9,5
7.4,0.16,0.49,1.2,0.055,18,150,0.9917,3.23,0.47,11.2,6
6.8,0.3,0.35,2.8,0.038,10,164,0.9912,3.09,0.53,12,6
8.9,0.13,0.49,1,0.028,6,24,0.9926,2.91,0.32,9.9,5
7.5,0.32,0.26,1.8,0.042,13,133,0.9938,3.07,0.38,9.5,5
6.1,0.21,0.38,1.5,0.039,37,122,0.98972,3.2,0.43,12,6
7.7,0.38,0.23,10.8,0.03,28,95,0.99164,2.93,0.41,13.6,6
5.9,0.3,0.23,4.2,0.038,42,119,0.9924,3.15,0.5,11,5
6,0.18,0.27,1.5,0.089,40,143,0.9923,3.49,0.62,10.8,6
7.4,0.21,0.3,8.1,0.047,13,114,0.9941,3.12,0.35,10.5,6
6.4,0.21,0.28,5.9,0.047,29,101,0.99278,3.15,0.4,11,6
5,0.35,0.25,7.8,0.031,24,116,0.99241,3.39,0.4,11.3,6
6.8,0.27,0.12,1.3,0.04,87,168,0.992,3.18,0.41,10,5
6.2,0.22,0.28,2.2,0.04,24,125,0.9917,3.19,0.48,10.5,6
5.6,0.2,0.22,1.3,0.049,25,155,0.99296,3.74,0.43,10,5
7.1,0.23,0.39,1.6,0.032,12,65,0.9898,3.25,0.4,12.7,7
7,0.44,0.24,12.1,0.056,68,210,0.99718,3.05,0.5,9.5,5
8,0.17,0.29,2.4,0.029,52,119,0.98944,3.03,0.33,12.9,6
7.4,0.16,0.3,13.7,0.056,33,168,0.99825,2.9,0.44,8.7,7
5.7,0.24,0.47,6.3,0.069,35,182,0.99391,3.11,0.46,9.75,5
7.6,0.3,0.4,2.2,0.054,29,175,0.99445,3.19,0.53,9.8,5
7.6,0.31,0.29,10.5,0.04,21,145,0.9966,3.04,0.35,9.4,5
7.1,0.33,0.3,3.3,0.034,30,102,0.9912,3.08,0.31,12.3,7
7.4,0.19,0.31,14.5,0.045,39,193,0.9986,3.1,0.5,9.2,6
5.4,0.595,0.1,2.8,0.042,26,80,0.9932,3.36,0.38,9.3,5
7,0.23,0.33,5.8,0.04,25,136,0.995,3.19,0.58,9.5,6
8,0.59,0.71,17.35,0.038,61,228,1,2.95,0.75,9.3,5
5.7,0.15,0.47,11.4,0.035,49,128,0.99456,3.03,0.34,10.5,8
7.9,0.22,0.49,3.8,0.042,26,105,0.993,3.1,0.39,10.5,5
8.3,0.16,0.48,1.7,0.057,31,98,0.9943,3.15,0.41,10.3,6
7.4,0.19,0.31,14.5,0.045,39,193,0.9986,3.1,0.5,9.2,6
5.9,0.29,0.33,7.4,0.037,58,205,0.99495,3.26,0.41,9.6,5
7.5,0.26,0.26,18.35,0.084,33,139,1.0011,3.17,0.39,8.8,5
6.6,0.56,0.15,10,0.037,38,157,0.99642,3.28,0.52,9.4,5
5.8,0.31,0.33,1.2,0.036,23,99,0.9916,3.18,0.6,10.5,6
6.6,0.17,0.3,1.1,0.031,13,73,0.99095,3.17,0.58,11,6
6.6,0.25,0.51,8,0.047,61,189,0.99604,3.22,0.49,9.2,5
6.4,0.29,0.21,9.65,0.041,36,119,0.99334,2.99,0.34,10.93333333,6
6.4,0.4,0.19,3.2,0.033,28,124,0.9904,3.22,0.54,12.7,7
6.7,0.24,0.41,8.7,0.036,29,148,0.9952,3.22,0.62,9.9,6
7.1,0.29,0.49,1.2,0.031,32,99,0.9893,3.07,0.33,12.2,6
6.8,0.18,0.3,12.8,0.062,19,171,0.99808,3,0.52,9,7
5.9,0.21,0.23,7.9,0.033,22,130,0.9944,3.38,0.59,10.9,6
7.2,0.115,0.3,6.8,0.056,26,105,0.9954,3.44,0.4,9.6,6
7.8,0.43,0.49,13,0.033,37,158,0.9955,3.14,0.35,11.3,6
7.9,0.37,0.31,2.85,0.037,5,24,0.9911,3.19,0.36,11.9,6
6.8,0.28,0.34,7.5,0.035,34,177,0.99692,3.33,0.43,9.1,5
7.4,0.22,0.27,1.6,0.057,45,98,0.99299,3.29,0.44,9.9,7
7.1,0.26,0.32,14.45,0.074,29,107,0.998,2.96,0.42,9.2,6
7.2,0.5,0,0.8,0.034,46,114,0.9932,3.19,0.34,9.2,4
7.8,0.28,0.32,9,0.036,34,115,0.9952,3.17,0.39,10.3,7
6,0.26,0.32,3.8,0.029,48,180,0.99011,3.15,0.34,12,6
7.3,0.31,0.69,10.2,0.041,58,160,0.9977,3.06,0.45,8.6,5
7.3,0.24,0.29,1.2,0.037,37,97,0.9926,3.19,0.7,10.1,6
6.8,0.45,0.28,26.05,0.031,27,122,1.00295,3.06,0.42,10.6,6
6.5,0.15,0.44,12.6,0.052,65,158,0.99688,3.26,0.7,10.3,7
8.4,0.35,0.56,13.8,0.048,55,190,0.9993,3.07,0.58,9.4,6
7.3,0.155,0.49,1.3,0.039,34,136,0.9926,3.14,0.77,10.5,6
6.7,0.34,0.26,1.9,0.038,58,138,0.9893,3,0.47,12.2,7
6.7,0.23,0.33,8.1,0.048,45,176,0.99472,3.11,0.52,10.1,6
7.6,0.3,0.38,2.1,0.043,10,98,0.99296,3.17,0.65,11,5
6.8,0.23,0.31,2.8,0.047,40,122,0.99126,3.06,0.64,10.9,7
7,0.21,0.34,8.5,0.033,31,253,0.9953,3.22,0.56,10.5,6
6.6,0.16,0.3,1.6,0.034,15,78,0.992,3.38,0.44,11.2,6
7.4,0.27,0.26,11.8,0.053,55,173,0.99699,3.11,0.6,9.8,5
6.1,0.125,0.25,3.3,0.04,10,69,0.9934,3.54,0.59,10.1,6
6.7,0.47,0.34,8.9,0.043,31,172,0.9964,3.22,0.6,9.2,5
6.9,0.24,0.37,6.1,0.027,38,112,0.99086,3.19,0.34,12.4,6
7.3,0.19,0.49,15.55,0.058,50,134,0.9998,3.42,0.36,9.1,7
6.9,0.27,0.25,7.5,0.03,18,117,0.99116,3.09,0.38,13,6
6.4,0.32,0.27,4.9,0.034,18,122,0.9916,3.36,0.71,12.5,6
8.5,0.19,0.49,3.5,0.044,29,117,0.9938,3.14,0.51,10.1,6
6.6,0.3,0.25,8,0.036,21,124,0.99362,3.06,0.38,10.8,6
6.9,0.36,0.34,4.2,0.018,57,119,0.9898,3.28,0.36,12.7,9
6,0.29,0.41,10.8,0.048,55,149,0.9937,3.09,0.59,11,7
7.5,0.21,0.29,1.5,0.046,35,107,0.99123,3.15,0.45,11.3,6
5.8,0.19,0.49,4.9,0.04,44,118,0.9935,3.34,0.38,9.5,7
5.8,0.32,0.23,1.5,0.033,39,121,0.9887,2.96,0.35,12,5
6.2,0.23,0.36,17.2,0.039,37,130,0.99946,3.23,0.43,8.8,6
6.5,0.22,0.72,6.8,0.042,33,168,0.9958,3.12,0.36,9.2,6
7.5,0.24,0.31,13.1,0.05,26,180,0.99884,3.05,0.53,9.1,6
6.7,0.16,0.32,12.5,0.035,18,156,0.99666,2.88,0.36,9,6
6.6,0.33,0.31,1.3,0.02,29,89,0.99035,3.26,0.44,12.4,8
6,0.2,0.24,1.8,0.03,30,105,0.9909,3.31,0.47,11.5,6
6,0.34,0.29,6.1,0.046,29,134,0.99462,3.48,0.57,10.7,6
7.8,0.28,0.49,1.3,0.046,27,142,0.9936,3.09,0.59,10.2,5
6.2,0.3,0.17,2.8,0.04,24,125,0.9939,3.01,0.46,9,5
7.7,0.11,0.34,14.05,0.04,41,114,0.99634,3.07,0.59,11,7
7,0.26,0.46,15.55,0.037,61,171,0.9986,2.94,0.35,8.8,6
8.6,0.26,0.41,2.2,0.049,29,111,0.9941,2.96,0.44,10,5
7.1,0.36,0.56,1.3,0.046,25,102,0.9923,3.24,0.33,10.5,6
6.5,0.22,0.34,12,0.053,55,177,0.9983,3.52,0.44,9.9,6
8.2,0.26,0.49,5.2,0.04,19,100,0.9941,3.12,0.34,10.1,6
6.8,0.32,0.37,3.4,0.023,19,87,0.9902,3.14,0.53,12.7,6
7.1,0.34,0.86,1.4,0.174,36,99,0.99288,2.92,0.5,9.3,5
6,0.25,0.28,7.7,0.053,37,132,0.99489,3.06,0.5,9.4,6
6.9,0.48,0.36,3.5,0.03,31,135,0.9904,3.14,0.38,12.2,7
7.6,0.15,0.35,4.3,0.051,23,98,0.99422,3.1,0.44,9.5,6
6.3,0.26,0.24,7.2,0.039,38,172,0.9958,3.49,0.64,9.7,6
6.3,0.36,0.3,4.8,0.049,14,85,0.9932,3.28,0.39,10.6,5
6.7,0.44,0.31,1.9,0.03,41,104,0.99,3.29,0.62,12.6,7
8.7,0.24,0.35,0.6,0.042,11,71,0.9926,3.08,0.38,10.6,5
6.2,0.35,0.2,18.1,0.069,33,158,0.99908,3.15,0.5,8.8,6
6.7,0.35,0.48,8.8,0.056,35,167,0.99628,3.04,0.47,9.4,5
6.4,0.17,0.27,9.9,0.047,26,101,0.99596,3.34,0.5,9.9,6
6.3,0.23,0.21,5.1,0.035,29,142,0.9942,3.36,0.33,10.1,7
7.9,0.16,0.74,17.85,0.037,52,187,0.9998,2.99,0.41,9.3,5
6.4,0.3,0.16,7.5,0.05,55,191,0.9959,3.17,0.49,9,5
6.4,0.28,0.28,3,0.04,19,98,0.99216,3.25,0.47,11.1,6
6.9,0.26,0.27,4.2,0.031,20,80,0.99089,3.12,0.39,11.5,6
6.5,0.36,0.31,4.1,0.061,20,134,0.99475,3.18,0.45,9,6
7.2,0.26,0.3,2.1,0.033,50,158,0.9909,3.33,0.43,12.1,7
7.2,0.25,0.28,14.4,0.055,55,205,0.9986,3.12,0.38,9,7
7.4,0.21,0.27,7.3,0.031,41,144,0.9932,3.15,0.38,11.8,7
5.9,0.37,0.3,1.5,0.033,35,95,0.98986,3.36,0.56,12,7
8.3,0.18,0.37,1.2,0.049,6,94,0.9937,3.18,0.52,10.1,5
6.2,0.45,0.73,7.2,0.099,47,202,0.99582,3.21,0.43,9.2,5
7.9,0.2,0.49,1.6,0.053,15,144,0.993,3.16,0.47,10.5,5
7.8,0.25,0.37,1,0.043,10,80,0.99128,3.08,0.38,11.4,5
6.6,0.38,0.29,2.9,0.035,15,101,0.98916,3.04,0.37,12.5,6
7.1,0.44,0.37,2.7,0.041,35,128,0.9896,3.07,0.43,13.5,7
6.3,0.22,0.28,2.4,0.042,38,102,0.98998,3.14,0.37,11.6,7
6.3,0.38,0.17,8.8,0.08,50,212,0.99803,3.47,0.66,9.4,4
6.4,0.29,0.21,9.65,0.041,36,119,0.99334,2.99,0.34,10.93333333,6
6.6,0.22,0.23,17.3,0.047,37,118,0.99906,3.08,0.46,8.8,6
6.2,0.24,0.22,7.9,0.053,45,149,0.99545,3.23,0.52,9.3,5
7.7,0.34,0.28,11,0.04,31,117,0.99815,3.27,0.29,9.2,6
6.9,0.17,0.22,4.6,0.064,55,152,0.9952,3.29,0.37,9.3,6
6.7,0.19,0.23,6.2,0.047,36,117,0.9945,3.34,0.43,9.6,6
6.3,0.2,0.26,1.6,0.027,36,141,0.99268,3.53,0.56,10.8,6
8.5,0.21,0.26,9.25,0.034,73,142,0.9945,3.05,0.37,11.4,6
6.4,0.42,0.74,12.8,0.076,48,209,0.9978,3.12,0.58,9,6
6.8,0.26,0.4,7.5,0.046,45,179,0.99583,3.2,0.49,9.3,5
7.4,0.2,0.37,16.95,0.048,43,190,0.9995,3.03,0.42,9.2,6
6,0.21,0.24,12.1,0.05,55,164,0.997,3.34,0.39,9.4,5
6.5,0.17,0.31,1.5,0.041,34,121,0.99092,3.06,0.46,10.5,6
5.8,0.29,0.27,1.6,0.062,17,140,0.99138,3.23,0.35,11.1,6
6.5,0.18,0.41,14.2,0.039,47,129,0.99678,3.28,0.72,10.3,7
8.4,0.17,0.31,5.4,0.052,47,150,0.9953,3.24,0.38,9.8,5
7,0.48,0.12,4.5,0.05,23,86,0.99398,2.86,0.35,9,5
7.2,0.25,0.32,1.5,0.054,24,105,0.99154,3.17,0.48,11.1,6
7.4,0.19,0.49,6.7,0.037,15,110,0.9938,3.2,0.38,11,7
8.1,0.2,0.3,1.3,0.036,7,49,0.99242,2.99,0.73,10.3,5
7.1,0.23,0.39,13.7,0.058,26,172,0.99755,2.9,0.46,9,6
6.1,0.28,0.27,4.7,0.03,56,140,0.99042,3.16,0.42,12.5,8
6.5,0.16,0.33,1,0.027,23,75,0.9908,3.3,0.39,11.4,7
6.8,0.22,0.37,15.2,0.051,68,178,0.99935,3.4,0.85,9.3,6
7.6,0.24,0.44,3.8,0.037,49,146,0.9911,3.06,0.37,11.6,6
6.8,0.26,0.33,1.5,0.047,44,167,0.9928,3.12,0.44,10.5,6
6.9,0.2,0.5,10,0.036,78,167,0.9964,3.15,0.55,10.2,6
7.2,0.19,0.27,11.2,0.061,46,149,0.99772,2.99,0.59,9.3,6
6.5,0.26,0.24,10.8,0.042,47,130,0.996,3.08,0.4,10.1,6
7,0.14,0.49,5.9,0.053,22,118,0.9954,3.36,0.36,9.4,6
6.9,0.2,0.37,6.2,0.027,24,97,0.992,3.38,0.49,12.2,7
6.4,0.24,0.49,5.8,0.053,25,120,0.9942,3.01,0.98,10.5,6
7,0.24,0.47,1.3,0.043,18,131,0.99176,3.19,0.45,11,6
6.2,0.32,0.45,2.9,0.029,37,94,0.98998,3.25,0.6,12.4,6
6.2,0.34,0.3,11.1,0.047,28,237,0.9981,3.18,0.49,8.7,5
6.1,0.32,0.25,1.7,0.034,37,136,0.992,3.47,0.5,10.8,7
6.3,0.35,0.26,17.6,0.061,59,198,0.99918,3.11,0.49,8.8,5
6,0.23,0.34,1.3,0.025,23,111,0.98961,3.36,0.37,12.7,6
5.1,0.29,0.28,8.3,0.026,27,107,0.99308,3.36,0.37,11,6
6.6,0.24,0.24,8.6,0.034,25,135,0.99582,3.33,0.59,10.3,6
7.7,0.35,0.49,8.65,0.033,42,186,0.9931,3.14,0.38,12.4,8
6.1,0.68,0.52,1.4,0.037,32,123,0.99022,3.24,0.45,12,6
6.4,0.24,0.25,20.2,0.083,35,157,0.99976,3.17,0.5,9.1,5
8.1,0.2,0.28,0.9,0.023,49,87,0.99062,2.92,0.36,11.1,6
7.5,0.24,0.29,1.1,0.046,34,84,0.9902,3.04,0.39,11.45,6
7.1,0.47,0.24,6,0.044,11,77,0.9956,3.21,0.56,9.7,5
7.3,0.41,0.24,6.8,0.057,41,163,0.9949,3.2,0.41,9.9,6
5.1,0.33,0.27,6.7,0.022,44,129,0.99221,3.36,0.39,11,7
5.9,0.32,0.39,3.3,0.114,24,140,0.9934,3.09,0.45,9.2,6
6.8,0.28,0.6,1.1,0.132,42,127,0.9934,3.09,0.44,9.1,6
6.6,0.28,0.23,10.4,0.049,45,190,0.99754,3.12,0.51,8.8,5
6.9,0.23,0.38,8.3,0.047,47,162,0.9954,3.34,0.52,10.5,7
6.1,0.27,0.28,9.8,0.042,61,125,0.99532,3.14,0.42,10.2,6
6.8,0.18,0.3,12.8,0.062,19,171,0.99808,3,0.52,9,7
6.5,0.37,0.3,2.2,0.033,39,107,0.98894,3.22,0.53,13.5,7
6.5,0.35,0.31,10.2,0.069,58,170,0.99692,3.18,0.49,9.4,5
7.6,0.19,0.42,1.5,0.044,6,114,0.9914,3.04,0.74,12.8,6
6.6,0.13,0.29,13.9,0.056,33,95,0.99702,3.17,0.39,9.4,6
5.9,0.655,0,5.6,0.033,8,31,0.9936,3.32,0.51,10.5,4
6.8,0.16,0.29,10.4,0.046,59,143,0.99518,3.2,0.4,10.8,6
5.6,0.35,0.14,5,0.046,48,198,0.9937,3.3,0.71,10.3,5
6.1,0.28,0.3,7.75,0.031,33,139,0.99296,3.22,0.46,11,6
7.3,0.3,0.74,13.5,0.039,46,165,0.9982,3.02,0.4,8.7,5
5.9,0.36,0.04,5.7,0.046,21,87,0.9934,3.22,0.51,10.2,5
6.2,0.25,0.31,3.2,0.03,32,150,0.99014,3.18,0.31,12,6
9.4,0.24,0.29,8.5,0.037,124,208,0.99395,2.9,0.38,11,3
6.1,0.4,0.31,0.9,0.048,23,170,0.993,3.22,0.77,9.5,6
7.5,0.29,0.24,9.9,0.058,25,115,0.99567,3.15,0.46,10.9,5
6.5,0.33,0.38,8.3,0.048,68,174,0.99492,3.14,0.5,9.6,5
6,0.22,0.33,12.2,0.033,25,97,0.99356,3.17,0.42,11.3,7
6.7,0.41,0.27,2.6,0.033,25,85,0.99086,3.05,0.34,11.7,6
6.5,0.41,0.64,11.8,0.065,65,225,0.9978,3.12,0.51,8.9,5
6.4,0.28,0.22,12.8,0.039,51,150,0.99535,3.23,0.43,10.7,6
5.8,0.31,0.32,4.5,0.024,28,94,0.98906,3.25,0.52,13.7,7
7.2,0.17,0.28,17.55,0.05,33,154,0.99971,2.94,0.43,9,7
7.3,0.4,0.24,6.7,0.058,41,166,0.995,3.2,0.41,9.9,6
6.8,0.22,0.31,6.3,0.035,33,170,0.9918,3.24,0.66,12.6,6
7.1,0.28,0.49,6.5,0.041,28,111,0.9926,3.41,0.58,12.2,8
6.4,0.17,0.3,2.8,0.034,33,125,0.99152,3.03,0.49,10.4,6
7.4,0.18,0.42,2.1,0.036,33,187,0.9938,3.4,0.41,10.6,7
7.1,0.2,0.36,11.6,0.042,45,124,0.997,2.92,0.59,9.5,7
6.8,0.25,0.38,8.1,0.046,24,155,0.9956,3.33,0.59,10.2,6
5.8,0.13,0.26,5.1,0.039,19,103,0.99478,3.36,0.47,9.3,6
7.4,0.15,0.42,1.7,0.045,49,154,0.992,3,0.6,10.4,6
7,0.27,0.36,20.7,0.045,45,170,1.001,3,0.45,8.8,6
8.8,0.2,0.43,15,0.053,60,184,1.0008,3.28,0.79,8.8,6
8.2,0.22,0.36,6.8,0.034,12,90,0.9944,3.01,0.38,10.5,8
6,0.2,0.38,1.3,0.034,37,104,0.98865,3.11,0.52,12.7,6
5.9,0.37,0.32,1.6,0.029,41,102,0.98916,3.41,0.55,12.7,7
6.7,0.17,0.42,10.4,0.038,85,182,0.99628,3.04,0.44,8.9,6
6.8,0.34,0.36,8.9,0.029,44,128,0.99318,3.28,0.35,11.95,7
8,0.2,0.3,8.1,0.037,42,130,0.99379,3.1,0.67,11.8,6
7,0.22,0.26,9.2,0.027,37,122,0.99228,3.06,0.34,12.5,8
8.2,0.345,1,18.2,0.047,55,205,0.99965,2.96,0.43,9.6,5
6.7,0.23,0.17,1.3,0.061,14,100,0.9925,3.07,0.55,9.5,5
6.7,0.22,0.39,10.2,0.038,60,149,0.99725,3.17,0.54,10,7
5.6,0.49,0.13,4.5,0.039,17,116,0.9907,3.42,0.9,13.7,7
5.8,0.27,0.27,12.3,0.045,55,170,0.9972,3.28,0.42,9.3,6
6.3,0.3,0.2,3.7,0.039,34,132,0.99158,3,0.38,10.7,5
6.8,0.46,0.26,6.3,0.147,49,159,0.99434,3.14,0.47,10,5
6.9,0.28,0.31,7.2,0.04,47,168,0.9946,3.29,0.57,10.6,7
5.8,0.3,0.33,3.5,0.033,25,116,0.99057,3.2,0.44,11.7,6
9.8,0.36,0.45,1.6,0.042,11,124,0.9944,2.93,0.46,10.8,5
6.9,0.3,0.36,0.9,0.037,40,156,0.98968,3.08,0.36,12.1,6
6.8,0.17,0.34,2,0.04,38,111,0.99,3.24,0.45,12.9,6
7.8,0.22,0.38,10.3,0.059,28,99,0.9967,3.12,0.47,10,6
8.4,0.28,0.4,8.9,0.048,33,146,0.9988,3.4,0.46,9.3,5
6.8,0.3,0.22,6.2,0.06,41,190,0.99858,3.18,0.51,9.2,5
8,0.26,0.28,8.2,0.038,72,202,0.99566,3.12,0.56,10,6
6.6,0.25,0.29,1.1,0.068,39,124,0.9914,3.34,0.58,11,7
6.4,0.3,0.3,2.25,0.038,8,210,0.9937,3.2,0.62,9.9,6
6,0.24,0.41,1.3,0.036,42,118,0.99018,3.04,0.64,11.73333333,6
7.4,0.19,0.31,14.5,0.045,39,193,0.9986,3.1,0.5,9.2,6
6.8,0.38,0.29,9.9,0.037,40,146,0.99326,3.11,0.37,11.5,6
6.4,0.23,0.27,2.1,0.042,35,100,0.99094,3.03,0.63,10.9,6
6.7,0.16,0.32,12.5,0.035,18,156,0.99666,2.88,0.36,9,6
7.6,0.52,0.49,14,0.034,37,156,0.9958,3.14,0.38,11.8,7
7.4,0.18,0.27,1.3,0.048,26,105,0.994,3.52,0.66,10.6,6
6,0.2,0.26,14.7,0.045,53,125,0.998365,2.99,0.69,9.4,6
9,0.55,0.3,8.1,0.026,14,71,0.993,2.94,0.36,11.8,5
6.3,0.28,0.47,11.2,0.04,61,183,0.99592,3.12,0.51,9.5,6
6.8,0.37,0.28,1.9,0.024,64,106,0.98993,3.45,0.6,12.6,8
6.6,0.58,0.3,5.1,0.057,30,123,0.9949,3.24,0.38,9,5
6.1,0.32,0.24,1.5,0.036,38,124,0.9898,3.29,0.42,12.4,7
6.8,0.12,0.31,5.2,0.045,29,120,0.9942,3.41,0.46,9.8,7
6,0.29,0.41,10.8,0.048,55,149,0.9937,3.09,0.59,10.96666667,7
7,0.16,0.25,14.3,0.044,27,149,0.998,2.91,0.46,9.2,6
6.3,0.26,0.49,1.5,0.052,34,134,0.9924,2.99,0.61,9.8,6
6.4,0.28,0.43,7.1,0.045,60,221,0.9952,3.09,0.45,9.4,6
5.4,0.53,0.16,2.7,0.036,34,128,0.98856,3.2,0.53,13.2,8
6.2,0.22,0.3,12.4,0.054,108,152,0.99728,3.1,0.47,9.5,6
6,0.2,0.26,6.8,0.049,22,93,0.9928,3.15,0.42,11,6
5.4,0.31,0.47,3,0.053,46,144,0.9931,3.29,0.76,10,5
7,0.46,0.2,16.7,0.046,50,184,0.99898,3.08,0.56,9.4,5
8.3,0.14,0.36,8.8,0.026,13,60,0.9956,3.13,0.35,11.05,5
6.1,0.27,0.32,1.1,0.034,24,110,0.9898,3.36,0.4,12.5,6
6.9,0.38,0.32,8.5,0.044,36,152,0.9932,3.38,0.35,12,7
6,0.28,0.49,6.8,0.048,61,222,0.9953,3.19,0.47,9.3,5
6.1,0.41,0,1.6,0.063,36,87,0.9914,3.27,0.67,10.8,6
6.4,0.24,0.25,20.2,0.083,35,157,0.99976,3.17,0.5,9.1,5
7.8,0.19,0.32,7.4,0.015,47,124,0.99278,2.99,0.39,11,6
6.2,0.33,0.27,4.9,0.036,30,134,0.9927,3.2,0.42,10.4,7
6.6,0.31,0.07,1.5,0.033,55,144,0.99208,3.16,0.42,10,5
6.4,0.32,0.26,7.9,0.05,53,180,0.99514,3.14,0.5,9.6,5
6.1,0.36,0.41,19.35,0.07,67,207,1.00118,3.39,0.53,9.1,5
7.2,0.23,0.25,18.8,0.085,19,111,1.00044,3.1,0.51,8.7,5
6.4,0.25,0.32,5.5,0.049,41,176,0.995,3.19,0.68,9.2,6
7.6,0.28,0.39,1.2,0.038,21,115,0.994,3.16,0.67,10,6
6.2,0.66,0.48,1.2,0.029,29,75,0.9892,3.33,0.39,12.8,8
7.1,0.22,0.32,16.9,0.056,49,158,0.9998,3.37,0.38,9.6,6
7.8,0.26,0.49,3.2,0.027,28,87,0.9919,3.03,0.32,11.3,7
7.9,0.16,0.3,4.8,0.037,37,171,0.9967,3.47,0.44,9,4
5.9,0.26,0.4,1.3,0.047,12,139,0.9945,3.45,0.53,10.4,5
7.5,0.23,0.3,1.2,0.03,27,80,0.99192,3.05,0.68,10.5,5
6.5,0.24,0.38,1,0.027,31,90,0.98926,3.24,0.36,12.3,6
6.5,0.43,0.31,3.6,0.046,19,143,0.99022,3.15,0.34,12,8
5.8,0.39,0.47,7.5,0.027,12,88,0.9907,3.38,0.45,14,6
7.1,0.28,0.26,1.9,0.049,12,86,0.9934,3.15,0.38,9.4,5
5.5,0.14,0.27,4.6,0.029,22,104,0.9949,3.34,0.44,9,5
