Length,Diameter,Height,Whole weight,Shucked weight,Viscera weight,Shell weight,Rings
0.58,0.455,0.155,0.8365,0.315,0.1385,0.32,18
0.25,0.18,0.065,0.0685,0.0245,0.0155,0.0225,5
0.545,0.45,0.15,0.978,0.3365,0.1905,0.3,11
0.7,0.575,0.19,2.273,1.095,0.418,0.638,12
0.475,0.365,0.115,0.566,0.281,0.117,0.1335,7
0.58,0.465,0.145,0.887,0.4405,0.1655,0.265,11
0.725,0.56,0.21,2.141,0.65,0.398,1.005,18
0.505,0.355,0.125,0.601,0.25,0.1205,0.185,8
0.51,0.4,0.13,0.5735,0.219,0.1365,0.195,13
0.565,0.45,0.155,1.0595,0.4735,0.24,0.265,10
0.655,0.46,0.16,1.494,0.6895,0.331,0.1825,9
0.52,0.465,0.15,0.9505,0.456,0.199,0.255,8
0.545,0.415,0.14,0.82,0.4615,0.127,0.218,9
0.5,0.375,0.15,0.636,0.2535,0.145,0.19,10
0.63,0.49,0.17,1.2155,0.4625,0.2045,0.3105,10
0.62,0.485,0.165,1.1325,0.5235,0.2505,0.2825,9
0.52,0.38,0.135,0.5395,0.2295,0.133,0.157,8
0.325,0.25,0.08,0.176,0.0595,0.0355,0.063,7
0.515,0.435,0.17,0.631,0.2765,0.111,0.216,12
0.345,0.255,0.085,0.2005,0.105,0.037,0.05,5
0.58,0.46,0.14,0.8295,0.3915,0.165,0.238,10
0.68,0.58,0.2,1.787,0.585,0.453,0.6,19
0.55,0.43,0.145,0.712,0.3025,0.152,0.225,10
0.375,0.29,0.085,0.2385,0.118,0.045,0.0695,7
0.535,0.44,0.165,0.875,0.279,0.18,0.3,10
0.325,0.27,0.1,0.185,0.08,0.0435,0.065,6
0.67,0.54,0.195,1.217,0.532,0.2735,0.3315,11
0.645,0.51,0.16,1.33,0.6665,0.309,0.317,9
0.46,0.36,0.135,0.6105,0.1955,0.107,0.235,14
0.61,0.45,0.13,0.8725,0.389,0.1715,0.272,11
0.57,0.45,0.145,0.95,0.4005,0.2235,0.2845,10
0.5,0.39,0.135,0.7815,0.361,0.1575,0.2385,9
0.285,0.22,0.065,0.096,0.0405,0.0205,0.03,5
0.625,0.5,0.185,1.2425,0.5995,0.248,0.335,10
0.65,0.475,0.165,1.3875,0.58,0.3485,0.3095,9
0.64,0.515,0.08,1.042,0.515,0.1755,0.175,10
0.445,0.37,0.125,0.515,0.2495,0.087,0.159,9
0.475,0.355,0.125,0.4865,0.2155,0.1105,0.142,9
0.525,0.4,0.145,0.6095,0.248,0.159,0.175,9
0.37,0.265,0.075,0.214,0.09,0.051,0.07,6
0.475,0.375,0.125,0.5785,0.2775,0.085,0.155,10
0.395,0.31,0.085,0.317,0.153,0.0505,0.0935,7
0.55,0.43,0.15,0.84,0.395,0.195,0.223,8
0.68,0.52,0.185,1.541,0.5985,0.395,0.4575,10
0.55,0.415,0.135,0.7635,0.318,0.21,0.2,9
0.5,0.4,0.145,0.63,0.234,0.1465,0.23,12
0.475,0.395,0.135,0.592,0.2465,0.1645,0.2,13
0.65,0.515,0.195,1.4005,0.5195,0.36,0.44,13
0.565,0.465,0.15,1.1815,0.581,0.2215,0.3095,9
0.49,0.39,0.135,0.5785,0.2465,0.123,0.2,13
0.515,0.35,0.155,0.9225,0.4185,0.198,0.273,9
0.645,0.515,0.15,1.212,0.515,0.2055,0.385,10
0.37,0.28,0.095,0.2655,0.122,0.052,0.08,7
0.47,0.375,0.105,0.468,0.1665,0.108,0.17,10
0.225,0.17,0.05,0.0515,0.019,0.012,0.017,4
0.65,0.485,0.16,1.7395,0.5715,0.2785,0.3075,10
0.45,0.345,0.11,0.47,0.2355,0.0855,0.1135,7
0.375,0.29,0.1,0.219,0.0925,0.038,0.075,6
0.63,0.49,0.155,1.229,0.535,0.29,0.335,11
0.55,0.44,0.15,0.8945,0.3145,0.151,0.32,19
0.405,0.31,0.1,0.385,0.173,0.0915,0.11,7
0.285,0.205,0.07,0.106,0.039,0.0285,0.034,5
0.615,0.45,0.15,1.198,0.707,0.2095,0.2505,7
0.565,0.44,0.155,0.9395,0.4275,0.214,0.27,12
0.505,0.39,0.185,0.6125,0.267,0.142,0.172,7
0.575,0.425,0.15,0.8765,0.455,0.18,0.228,8
0.52,0.4,0.105,0.872,0.4515,0.1615,0.1985,9
0.505,0.39,0.16,0.644,0.2475,0.2025,0.1635,9
0.57,0.445,0.145,0.8775,0.412,0.217,0.22,8
0.585,0.45,0.15,0.938,0.467,0.203,0.225,7
0.39,0.3,0.1,0.3085,0.1385,0.0735,0.085,6
0.8,0.63,0.195,2.526,0.933,0.59,0.62,23
0.575,0.46,0.165,1.124,0.2985,0.1785,0.44,13
0.73,0.55,0.205,1.908,0.5415,0.3565,0.5965,14
0.545,0.44,0.135,0.9185,0.429,0.2015,0.2375,10
0.56,0.42,0.195,0.8085,0.3025,0.1795,0.285,14
0.515,0.38,0.12,0.625,0.3265,0.1295,0.16,7
0.66,0.53,0.195,1.5505,0.6505,0.3295,0.495,10
0.505,0.4,0.145,0.7045,0.334,0.1425,0.207,8
0.305,0.22,0.07,0.141,0.062,0.031,0.037,5
0.615,0.47,0.16,1.0175,0.473,0.2395,0.28,10
0.58,0.47,0.165,0.927,0.3215,0.1985,0.315,11
0.695,0.515,0.175,1.5165,0.578,0.4105,0.39,15
0.345,0.255,0.1,0.197,0.071,0.051,0.06,9
0.595,0.455,0.155,1.0605,0.5135,0.2165,0.3,12
0.63,0.505,0.18,1.272,0.6025,0.295,0.315,11
0.4,0.31,0.115,0.314,0.1545,0.0595,0.087,6
0.665,0.53,0.185,1.3955,0.456,0.3205,0.49,15
0.77,0.6,0.215,2.1945,1.0515,0.482,0.584,10
0.19,0.145,0.04,0.038,0.0165,0.0065,0.015,4
0.73,0.58,0.19,1.7375,0.6785,0.4345,0.52,11
0.48,0.365,0.135,0.6395,0.2945,0.113,0.175,8
0.59,0.445,0.13,1.1325,0.3825,0.234,0.32,13
0.57,0.45,0.14,0.9275,0.477,0.1605,0.2515,8
0.7,0.565,0.18,1.751,0.895,0.3355,0.446,9
0.53,0.415,0.145,0.944,0.3845,0.185,0.265,21
0.725,0.55,0.2,1.51,0.8735,0.4265,0.5085,9
0.42,0.325,0.11,0.325,0.1245,0.0755,0.1025,7
0.295,0.23,0.08,0.1625,0.065,0.05,0.0385,5
0.55,0.43,0.15,0.8745,0.413,0.1905,0.248,9
0.605,0.48,0.14,0.991,0.4735,0.2345,0.24,8
0.44,0.345,0.105,0.4285,0.165,0.083,0.132,11
0.44,0.34,0.105,0.344,0.123,0.081,0.125,8
0.34,0.265,0.08,0.2015,0.09,0.0475,0.055,5
0.545,0.425,0.14,0.8145,0.305,0.231,0.244,10
0.425,0.34,0.12,0.388,0.149,0.087,0.125,10
0.545,0.425,0.125,0.768,0.294,0.1495,0.26,16
0.44,0.34,0.1,0.407,0.209,0.0735,0.103,7
0.47,0.38,0.145,0.5865,0.2385,0.144,0.185,8
0.465,0.38,0.13,0.454,0.1895,0.08,0.155,11
0.535,0.425,0.155,0.7765,0.302,0.1565,0.25,16
0.62,0.48,0.16,1.1125,0.5635,0.2445,0.281,8
0.385,0.265,0.08,0.251,0.124,0.037,0.07,6
0.515,0.4,0.17,0.796,0.258,0.1755,0.28,16
0.3,0.225,0.075,0.1345,0.057,0.028,0.044,5
0.165,0.12,0.05,0.021,0.0075,0.0045,0.014,3
0.625,0.47,0.145,0.984,0.475,0.2,0.265,11
0.685,0.54,0.215,1.7025,0.664,0.3655,0.4735,14
0.565,0.48,0.175,0.957,0.3885,0.215,0.275,18
0.65,0.52,0.19,1.3445,0.519,0.306,0.4465,16
0.465,0.36,0.105,0.452,0.22,0.159,0.1035,9
0.565,0.445,0.125,0.8305,0.3135,0.1785,0.23,11
0.38,0.28,0.095,0.2885,0.165,0.0435,0.067,7
0.605,0.48,0.175,1.1685,0.4815,0.2305,0.356,9
0.625,0.505,0.185,1.1565,0.52,0.2405,0.3535,10
0.44,0.365,0.125,0.516,0.2155,0.114,0.155,10
0.47,0.355,0.18,0.441,0.1525,0.1165,0.135,8
0.37,0.28,0.1,0.221,0.1165,0.0265,0.0635,6
0.625,0.495,0.175,1.254,0.5815,0.286,0.3185,9
0.695,0.535,0.175,1.361,0.5465,0.2815,0.465,10
0.73,0.555,0.18,1.6895,0.6555,0.1965,0.4935,10
0.625,0.495,0.18,1.0815,0.4715,0.254,0.3135,10
0.55,0.44,0.16,0.991,0.348,0.168,0.375,20
0.53,0.4,0.125,0.617,0.279,0.127,0.19,8
0.67,0.525,0.165,1.6085,0.682,0.3145,0.4005,11
0.465,0.36,0.115,0.5795,0.295,0.1395,0.12,7
0.61,0.47,0.16,1.022,0.449,0.2345,0.2945,9
0.475,0.355,0.12,0.48,0.234,0.1015,0.135,8
0.565,0.4,0.13,0.6975,0.3075,0.1665,0.18,8
0.385,0.28,0.1,0.2755,0.1305,0.061,0.0725,8
0.475,0.365,0.115,0.49,0.223,0.1235,0.1335,9
0.485,0.365,0.09,0.651,0.3165,0.132,0.18,8
0.375,0.305,0.09,0.3245,0.1395,0.0565,0.095,5
0.605,0.435,0.13,0.9025,0.432,0.174,0.26,11
0.27,0.195,0.08,0.1,0.0385,0.0195,0.03,6
0.615,0.485,0.215,0.9615,0.422,0.176,0.29,11
0.465,0.375,0.11,0.5,0.21,0.113,0.1505,8
0.7,0.55,0.175,1.4405,0.6565,0.2985,0.375,12
0.57,0.46,0.15,1.0375,0.5415,0.2035,0.25,9
0.55,0.43,0.13,0.8395,0.3155,0.1955,0.2405,10
0.62,0.5,0.15,1.293,0.596,0.3135,0.354,10
0.595,0.45,0.15,1.114,0.5865,0.2205,0.25,11
0.525,0.415,0.14,0.724,0.3475,0.173,0.175,8
0.415,0.31,0.09,0.3245,0.1305,0.0735,0.115,8
0.595,0.465,0.125,0.799,0.3245,0.2,0.23,10
0.67,0.5,0.19,1.519,0.616,0.388,0.415,10
0.33,0.24,0.075,0.163,0.0745,0.033,0.048,6
0.31,0.235,0.06,0.12,0.0415,0.033,0.04,11
0.405,0.3,0.12,0.324,0.1265,0.07,0.11,7
0.58,0.455,0.17,0.93,0.408,0.259,0.22,9
0.36,0.295,0.105,0.241,0.0865,0.053,0.095,8
0.615,0.495,0.155,1.2865,0.435,0.293,0.3245,11
0.745,0.57,0.215,2.25,1.1565,0.446,0.558,9
0.4,0.29,0.115,0.2795,0.1115,0.0575,0.075,9
0.575,0.45,0.13,0.785,0.318,0.193,0.2265,9
0.55,0.43,0.14,0.7135,0.2565,0.186,0.225,9
0.525,0.44,0.125,0.7115,0.3205,0.159,0.1915,7
0.515,0.4,0.135,0.6965,0.32,0.1255,0.175,9
0.62,0.45,0.2,0.858,0.4285,0.1525,0.2405,8
0.4,0.32,0.11,0.353,0.1405,0.0985,0.1,8
0.535,0.405,0.14,0.818,0.402,0.1715,0.189,7
0.435,0.35,0.125,0.459,0.197,0.1145,0.145,9
0.695,0.53,0.2,2.0475,0.75,0.4195,0.6095,14
0.63,0.515,0.155,1.259,0.4105,0.197,0.41,13
0.45,0.33,0.11,0.3685,0.16,0.0885,0.102,6
0.39,0.29,0.1,0.2845,0.1255,0.0635,0.081,7
0.5,0.385,0.135,0.551,0.2245,0.0715,0.206,11
0.605,0.475,0.18,0.9365,0.394,0.219,0.295,15
0.35,0.26,0.09,0.198,0.0725,0.056,0.06,10
0.3,0.235,0.08,0.131,0.05,0.0265,0.043,4
0.57,0.46,0.17,0.9035,0.4075,0.1935,0.214,7
0.635,0.52,0.165,1.3405,0.5065,0.296,0.412,11
0.28,0.21,0.075,0.1195,0.053,0.0265,0.03,6
0.58,0.445,0.135,0.95,0.484,0.182,0.2325,8
0.61,0.485,0.18,1.2795,0.5735,0.2855,0.355,7
0.7,0.525,0.175,1.7585,0.8745,0.3615,0.47,10
0.44,0.35,0.11,0.3805,0.1575,0.0895,0.115,6
0.38,0.275,0.11,0.256,0.11,0.0535,0.0755,6
0.55,0.44,0.135,0.879,0.368,0.2095,0.265,10
0.405,0.305,0.1,0.271,0.0965,0.061,0.091,7
0.435,0.32,0.12,0.3785,0.152,0.0915,0.125,11
0.605,0.45,0.165,1.2225,0.357,0.202,0.385,13
0.575,0.465,0.175,1.099,0.4735,0.202,0.35,9
0.635,0.51,0.17,1.2235,0.532,0.271,0.354,9
0.665,0.525,0.165,1.338,0.5515,0.3575,0.35,18
0.475,0.375,0.115,0.5205,0.233,0.119,0.1455,7
0.6,0.495,0.175,1.3005,0.6195,0.284,0.3285,11
0.59,0.475,0.155,0.857,0.356,0.174,0.28,13
0.42,0.31,0.095,0.279,0.1255,0.051,0.088,6
0.495,0.385,0.125,0.5125,0.2075,0.1155,0.172,10
0.685,0.55,0.2,1.7725,0.813,0.387,0.49,11
0.38,0.275,0.1,0.2255,0.08,0.049,0.085,10
0.495,0.375,0.155,0.976,0.45,0.2285,0.2475,9
0.545,0.435,0.145,0.9385,0.3685,0.1245,0.345,11
0.365,0.275,0.135,0.24,0.108,0.0445,0.0735,7
0.6,0.475,0.18,1.162,0.511,0.2675,0.32,18
0.655,0.58,0.205,2.0805,0.959,0.3415,0.601,17
0.46,0.34,0.09,0.384,0.1795,0.068,0.11,8
0.385,0.29,0.09,0.2365,0.1,0.0505,0.076,8
0.555,0.435,0.165,0.97,0.336,0.2315,0.295,17
0.475,0.375,0.11,0.494,0.211,0.109,0.1545,8
0.5,0.41,0.15,0.662,0.2815,0.137,0.22,11
0.66,0.515,0.195,1.5655,0.7345,0.353,0.386,9
0.43,0.325,0.12,0.445,0.165,0.0995,0.155,8
0.455,0.355,0.105,0.372,0.138,0.0765,0.135,9
0.7,0.54,0.205,1.74,0.7885,0.373,0.4865,13
0.575,0.47,0.185,0.985,0.3745,0.2175,0.355,10
0.475,0.36,0.145,0.6325,0.2825,0.137,0.19,8
0.555,0.45,0.175,0.738,0.304,0.1755,0.22,9
0.66,0.53,0.185,1.3485,0.493,0.245,0.49,12
0.63,0.49,0.15,1.1955,0.5845,0.257,0.3,9
0.485,0.355,0.13,0.581,0.245,0.132,0.168,12
0.6,0.45,0.14,0.837,0.37,0.177,0.2425,10
0.44,0.365,0.115,0.501,0.2435,0.084,0.1465,9
0.575,0.455,0.185,1.156,0.5525,0.243,0.295,13
0.55,0.435,0.14,0.745,0.347,0.174,0.2265,9
0.45,0.335,0.105,0.362,0.1575,0.0795,0.1095,7
0.695,0.53,0.15,1.477,0.6375,0.3025,0.43,14
0.72,0.585,0.22,1.914,0.9155,0.448,0.479,11
0.58,0.46,0.15,1.1155,0.5575,0.2255,0.29,7
0.255,0.19,0.05,0.083,0.0295,0.0215,0.027,6
0.3,0.22,0.09,0.1425,0.057,0.0335,0.043,7
0.665,0.505,0.165,1.349,0.5985,0.3175,0.36,9
0.57,0.45,0.17,1.098,0.414,0.187,0.405,20
0.7,0.58,0.205,2.13,0.7415,0.49,0.58,20
0.535,0.41,0.135,0.862,0.2855,0.1525,0.32,14
0.53,0.42,0.13,1.001,0.34,0.226,0.265,17
0.58,0.42,0.14,0.701,0.3285,0.102,0.2255,9
0.385,0.3,0.095,0.302,0.152,0.0615,0.0735,7
0.565,0.455,0.175,1.013,0.342,0.207,0.35,19
0.485,0.365,0.105,0.5205,0.195,0.123,0.182,8
0.375,0.265,0.095,0.196,0.085,0.042,0.0585,5
0.415,0.31,0.11,0.2965,0.123,0.057,0.0995,10
0.5,0.41,0.14,0.6615,0.2585,0.1625,0.196,9
0.72,0.56,0.175,1.7265,0.637,0.3415,0.525,17
0.38,0.305,0.095,0.2815,0.1255,0.0525,0.09,8
0.6,0.5,0.155,1.332,0.6235,0.2835,0.35,8
0.62,0.485,0.175,1.2155,0.545,0.253,0.345,10
0.33,0.245,0.065,0.1445,0.058,0.032,0.0505,6
0.65,0.51,0.185,1.375,0.531,0.384,0.3985,10
0.52,0.4,0.13,0.5825,0.233,0.1365,0.18,10
0.615,0.475,0.17,1.1825,0.474,0.2895,0.24,11
0.47,0.355,0.14,0.433,0.1525,0.095,0.152,12
0.43,0.34,0.11,0.3645,0.159,0.0855,0.105,7
0.6,0.465,0.155,1.04,0.4755,0.25,0.28,11
0.595,0.455,0.15,0.886,0.4315,0.201,0.223,10
0.605,0.47,0.16,1.1735,0.4975,0.2405,0.345,12
0.255,0.195,0.065,0.08,0.0315,0.018,0.027,8
0.78,0.63,0.215,2.657,1.488,0.4985,0.586,11
0.58,0.43,0.13,0.798,0.365,0.173,0.2285,10
0.74,0.565,0.205,2.119,0.9655,0.5185,0.482,12
0.33,0.25,0.095,0.2085,0.102,0.0395,0.052,7
0.2,0.145,0.05,0.036,0.0125,0.008,0.011,4
0.62,0.485,0.22,1.511,0.5095,0.284,0.51,17
0.64,0.485,0.185,1.4195,0.6735,0.3465,0.3255,11
0.41,0.325,0.11,0.326,0.1325,0.075,0.101,8
0.42,0.33,0.1,0.352,0.1635,0.089,0.1,9
0.655,0.54,0.215,1.844,0.7425,0.327,0.585,22
0.16,0.11,0.025,0.018,0.0065,0.0055,0.005,3
0.5,0.4,0.13,0.7715,0.37,0.16,0.211,8
0.58,0.45,0.185,0.9955,0.3945,0.272,0.285,11
0.715,0.565,0.18,1.79,0.844,0.3535,0.5385,9
0.59,0.415,0.15,0.8805,0.3645,0.234,0.235,11
0.475,0.365,0.14,0.6175,0.202,0.1445,0.19,16
0.64,0.52,0.2,1.407,0.566,0.304,0.455,17
0.68,0.55,0.2,1.596,0.525,0.4075,0.585,21
0.63,0.485,0.175,1.3,0.4335,0.2945,0.46,23
0.585,0.46,0.14,0.7635,0.326,0.153,0.265,9
0.245,0.205,0.06,0.0765,0.034,0.014,0.0215,4
0.68,0.52,0.195,1.4535,0.592,0.391,0.4125,10
0.315,0.235,0.08,0.18,0.08,0.045,0.047,5
0.53,0.42,0.12,0.5965,0.2555,0.141,0.177,7
0.6,0.48,0.17,0.9175,0.38,0.2225,0.29,8
0.605,0.465,0.155,1.1,0.547,0.2665,0.2585,10
0.605,0.445,0.14,0.982,0.4295,0.2085,0.295,12
0.36,0.265,0.075,0.1845,0.083,0.0365,0.055,7
0.65,0.525,0.185,1.622,0.6645,0.3225,0.477,10
0.455,0.375,0.125,0.533,0.233,0.106,0.185,8
0.52,0.38,0.115,0.6645,0.3285,0.17,0.1425,7
0.61,0.48,0.15,1.1495,0.564,0.274,0.264,8
0.505,0.41,0.15,0.6345,0.243,0.1335,0.215,17
0.62,0.505,0.185,1.5275,0.69,0.368,0.35,13
0.5,0.385,0.13,0.768,0.2625,0.095,0.27,13
0.475,0.365,0.105,0.4175,0.1645,0.099,0.127,7
0.66,0.525,0.2,1.463,0.6525,0.2995,0.422,11
0.63,0.515,0.175,1.1955,0.492,0.247,0.37,11
0.545,0.405,0.13,0.658,0.327,0.1445,0.174,8
0.685,0.54,0.16,1.6675,0.833,0.3775,0.475,11
0.615,0.475,0.155,1.0735,0.4375,0.2585,0.31,11
0.35,0.265,0.08,0.192,0.081,0.0465,0.053,6
0.47,0.355,0.12,0.3685,0.126,0.0835,0.1365,6
0.54,0.415,0.17,0.879,0.339,0.208,0.255,10
0.695,0.525,0.205,1.8185,0.819,0.4025,0.4525,13
0.4,0.335,0.115,0.4335,0.2105,0.1205,0.12,10
0.545,0.435,0.15,0.6855,0.2905,0.145,0.225,10
0.69,0.545,0.205,1.933,0.7855,0.429,0.498,13
0.64,0.525,0.215,1.779,0.4535,0.2855,0.55,22
0.27,0.205,0.075,0.118,0.059,0.031,0.0305,4
0.695,0.55,0.16,1.6365,0.694,0.3005,0.44,13
0.575,0.4,0.155,0.9325,0.3605,0.2445,0.3,17
0.455,0.35,0.14,0.5725,0.1965,0.1325,0.175,10
0.635,0.49,0.175,1.2435,0.5805,0.313,0.305,10
0.695,0.55,0.155,1.8495,0.767,0.442,0.4175,10
0.64,0.505,0.175,1.3185,0.6185,0.302,0.3315,9
0.34,0.275,0.09,0.2065,0.0725,0.043,0.07,10
0.71,0.56,0.22,2.015,0.9215,0.454,0.566,11
0.49,0.385,0.12,0.591,0.271,0.1125,0.1775,9
0.505,0.385,0.145,0.6775,0.236,0.179,0.2,15
0.32,0.24,0.075,0.1735,0.076,0.0355,0.05,7
0.635,0.52,0.175,1.292,0.6,0.269,0.367,11
0.44,0.35,0.135,0.435,0.1815,0.083,0.125,12
0.525,0.425,0.19,0.872,0.4625,0.1725,0.199,9
0.55,0.435,0.145,0.843,0.328,0.1915,0.255,15
0.32,0.255,0.085,0.1745,0.072,0.033,0.057,8
0.445,0.345,0.14,0.476,0.2055,0.1015,0.1085,15
0.395,0.305,0.105,0.284,0.1135,0.0595,0.0945,8
0.34,0.265,0.07,0.185,0.0625,0.0395,0.07,7
0.545,0.42,0.12,0.7865,0.403,0.185,0.17,7
0.57,0.445,0.15,0.9875,0.504,0.207,0.249,8
0.59,0.485,0.155,1.0785,0.4535,0.2435,0.31,9
0.41,0.31,0.09,0.3335,0.1635,0.061,0.091,6
0.525,0.42,0.155,0.842,0.428,0.1415,0.2045,9
0.74,0.57,0.18,1.8725,0.9115,0.427,0.446,10
0.595,0.47,0.155,1.1775,0.542,0.269,0.31,9
0.63,0.475,0.15,1.072,0.433,0.2975,0.315,8
0.67,0.535,0.185,1.597,0.6275,0.35,0.47,21
0.61,0.48,0.175,1.0675,0.391,0.216,0.42,15
0.5,0.375,0.145,0.5795,0.239,0.1375,0.185,9
0.66,0.53,0.17,1.431,0.622,0.309,0.398,10
0.6,0.475,0.23,1.157,0.522,0.2235,0.36,11
0.36,0.28,0.105,0.199,0.0695,0.045,0.08,9
0.55,0.435,0.125,0.741,0.348,0.1585,0.206,9
0.475,0.35,0.115,0.487,0.194,0.1455,0.125,13
0.48,0.375,0.145,0.777,0.216,0.13,0.17,9
0.475,0.335,0.1,0.4425,0.1895,0.086,0.135,9
0.595,0.46,0.155,1.03,0.4275,0.207,0.3305,10
0.335,0.26,0.09,0.1965,0.0875,0.041,0.056,7
0.65,0.505,0.19,1.274,0.59,0.23,0.391,11
0.59,0.45,0.185,1.283,0.473,0.276,0.425,16
0.44,0.325,0.09,0.35,0.148,0.067,0.105,7
0.35,0.26,0.085,0.174,0.0705,0.0345,0.06,10
0.485,0.385,0.13,0.568,0.2505,0.178,0.154,7
0.5,0.37,0.115,0.5745,0.306,0.112,0.141,7
0.545,0.41,0.14,0.625,0.223,0.16,0.235,13
0.22,0.16,0.05,0.049,0.0215,0.01,0.015,4
0.45,0.35,0.12,0.468,0.2005,0.1065,0.1325,8
0.51,0.385,0.15,0.625,0.3095,0.119,0.1725,8
0.45,0.335,0.125,0.349,0.119,0.1055,0.115,10
0.5,0.375,0.145,0.6215,0.274,0.166,0.1485,7
0.645,0.51,0.2,1.5675,0.621,0.367,0.46,12
0.58,0.45,0.15,0.927,0.276,0.1815,0.36,14
0.33,0.26,0.085,0.1965,0.0915,0.0425,0.055,7
0.55,0.435,0.14,0.7625,0.327,0.1685,0.259,10
0.32,0.24,0.07,0.133,0.0585,0.0255,0.041,6
0.61,0.475,0.16,1.1155,0.3835,0.223,0.379,10
0.72,0.59,0.205,1.7495,0.7755,0.4225,0.48,11
0.545,0.4,0.14,0.778,0.368,0.215,0.18,9
0.535,0.455,0.14,1.0015,0.53,0.1765,0.244,9
0.53,0.41,0.165,0.8115,0.24,0.169,0.24,19
0.675,0.51,0.195,1.382,0.6045,0.3175,0.3965,10
0.605,0.49,0.165,1.071,0.482,0.1935,0.352,10
0.575,0.48,0.165,1.078,0.511,0.2095,0.306,9
0.5,0.375,0.14,0.559,0.2375,0.135,0.169,9
0.54,0.415,0.13,0.8245,0.272,0.226,0.24,13
0.605,0.485,0.16,1.222,0.53,0.2575,0.28,13
0.44,0.35,0.14,0.451,0.171,0.0705,0.184,16
0.45,0.335,0.14,0.478,0.1865,0.115,0.16,11
0.575,0.475,0.16,0.895,0.3605,0.221,0.271,9
0.425,0.33,0.115,0.406,0.1635,0.081,0.1355,8
0.525,0.4,0.11,0.6275,0.3015,0.126,0.18,8
0.615,0.49,0.17,1.145,0.4915,0.208,0.343,13
0.44,0.32,0.12,0.4565,0.2435,0.092,0.1025,8
0.72,0.565,0.19,2.081,1.0815,0.4305,0.503,11
0.58,0.49,0.13,1.1335,0.586,0.2565,0.237,9
0.59,0.47,0.15,0.9955,0.481,0.232,0.24,8
0.37,0.28,0.11,0.2305,0.0945,0.0465,0.075,10
0.58,0.44,0.145,0.7905,0.3525,0.1645,0.242,10
0.63,0.475,0.15,1.172,0.536,0.254,0.316,11
0.57,0.435,0.14,0.8585,0.3905,0.196,0.2295,8
0.55,0.425,0.125,0.964,0.5475,0.159,0.215,8
0.53,0.405,0.125,0.6515,0.2715,0.1605,0.186,7
0.4,0.31,0.11,0.314,0.138,0.057,0.1,11
0.58,0.445,0.17,1.178,0.3935,0.2165,0.315,20
0.5,0.4,0.145,0.6025,0.216,0.138,0.21,11
0.505,0.395,0.135,0.5915,0.288,0.1315,0.185,12
0.68,0.56,0.195,1.664,0.58,0.3855,0.545,11
0.565,0.43,0.13,0.784,0.3495,0.1885,0.213,9
0.62,0.51,0.15,1.456,0.581,0.2875,0.32,13
0.595,0.47,0.25,1.283,0.462,0.2475,0.445,14
0.33,0.255,0.08,0.205,0.0895,0.0395,0.055,7
0.525,0.43,0.165,0.8645,0.376,0.1945,0.2515,16
0.41,0.3,0.09,0.304,0.129,0.071,0.0955,8
0.515,0.43,0.14,0.834,0.367,0.2,0.23,8
0.615,0.475,0.15,1.0375,0.476,0.2325,0.283,9
0.52,0.415,0.145,0.8045,0.3325,0.1725,0.285,10
0.56,0.43,0.15,0.8825,0.3465,0.172,0.31,9
0.635,0.495,0.195,1.297,0.556,0.2985,0.37,11
0.545,0.41,0.12,0.793,0.434,0.1405,0.19,9
0.475,0.36,0.125,0.4905,0.205,0.1305,0.125,8
0.545,0.41,0.145,0.873,0.3035,0.196,0.31,18
0.72,0.575,0.17,1.9335,0.913,0.389,0.51,13
0.48,0.355,0.125,0.494,0.2385,0.0835,0.15,9
0.4,0.315,0.09,0.33,0.151,0.068,0.08,6
0.505,0.39,0.12,0.5725,0.2555,0.1325,0.146,8
0.55,0.41,0.13,0.8705,0.4455,0.2115,0.213,9
0.67,0.52,0.195,1.8065,0.758,0.3735,0.5055,11
0.46,0.335,0.11,0.444,0.225,0.0745,0.11,8
0.595,0.475,0.165,1.148,0.444,0.214,0.37,10
0.67,0.485,0.175,1.2565,0.5355,0.322,0.386,9
0.66,0.515,0.155,1.4415,0.7055,0.3555,0.335,10
0.61,0.475,0.175,1.024,0.409,0.261,0.322,9
0.41,0.325,0.1,0.3245,0.132,0.072,0.106,6
0.72,0.55,0.205,2.125,1.1455,0.4425,0.511,13
0.675,0.565,0.195,1.8375,0.7645,0.3615,0.553,12
0.555,0.455,0.18,0.958,0.296,0.195,0.39,14
0.615,0.475,0.175,1.224,0.6035,0.261,0.311,9
0.44,0.34,0.1,0.451,0.188,0.087,0.13,10
0.62,0.485,0.155,1.049,0.462,0.231,0.25,10
0.335,0.25,0.075,0.1825,0.0705,0.044,0.055,7
0.525,0.405,0.16,0.658,0.2655,0.1125,0.225,12
0.295,0.225,0.08,0.124,0.0485,0.032,0.04,9
0.28,0.2,0.08,0.0915,0.033,0.0215,0.03,5
0.705,0.545,0.18,1.5395,0.6075,0.3675,0.4645,13
0.55,0.405,0.15,0.6755,0.3015,0.1465,0.21,10
0.56,0.425,0.135,0.9415,0.509,0.2015,0.1975,9
0.615,0.505,0.165,1.167,0.4895,0.2955,0.345,10
0.61,0.475,0.155,0.983,0.4565,0.228,0.266,10
0.5,0.385,0.115,0.6785,0.2945,0.138,0.195,12
0.41,0.305,0.1,0.2645,0.1,0.0655,0.085,7
0.63,0.485,0.145,1.062,0.5065,0.1785,0.3365,12
