Length,Diameter,Height,Whole weight,Shucked weight,Viscera weight,Shell weight,Rings
0.31,0.225,0.05,0.1445,0.0675,0.0385,0.045,6
0.615,0.475,0.17,1.055,0.543,0.246,0.2345,9
0.385,0.275,0.115,0.2685,0.0975,0.0825,0.085,8
0.42,0.325,0.115,0.314,0.1295,0.0635,0.1,8
0.235,0.16,0.04,0.048,0.0185,0.018,0.015,5
0.59,0.485,0.205,1.2315,0.4525,0.238,0.42,13
0.31,0.225,0.075,0.155,0.065,0.037,0.0365,6
0.295,0.22,0.07,0.126,0.0515,0.0275,0.035,6
0.215,0.155,0.06,0.0525,0.021,0.0165,0.015,5
0.295,0.215,0.085,0.128,0.049,0.034,0.04,6
0.45,0.35,0.11,0.514,0.253,0.1045,0.14,8
0.59,0.45,0.155,0.874,0.369,0.2135,0.24,8
0.38,0.29,0.105,0.257,0.099,0.051,0.085,10
0.395,0.29,0.095,0.319,0.138,0.08,0.082,7
0.305,0.215,0.065,0.1075,0.044,0.0205,0.038,5
0.38,0.285,0.09,0.2305,0.1005,0.039,0.0775,7
0.195,0.135,0.04,0.0325,0.0135,0.005,0.0095,4
0.645,0.48,0.17,1.1345,0.528,0.254,0.305,10
0.475,0.37,0.125,0.537,0.222,0.1215,0.15,9
0.615,0.475,0.175,1.103,0.4635,0.3095,0.2725,10
0.485,0.37,0.14,0.5725,0.204,0.1415,0.175,10
0.475,0.36,0.1,0.4285,0.1965,0.099,0.112,7
0.585,0.46,0.15,1.206,0.581,0.216,0.323,10
0.7,0.555,0.22,1.666,0.647,0.4285,0.455,11
0.56,0.44,0.16,1.1115,0.5035,0.2785,0.26,10
0.45,0.335,0.11,0.4195,0.181,0.085,0.1345,7
0.68,0.545,0.185,1.672,0.7075,0.364,0.48,11
0.335,0.245,0.09,0.1665,0.0595,0.04,0.06,6
0.515,0.415,0.14,0.6935,0.3115,0.152,0.2,10
0.55,0.38,0.165,1.205,0.543,0.294,0.3345,10
0.4,0.305,0.1,0.3415,0.176,0.0625,0.0865,7
0.685,0.52,0.165,1.519,0.699,0.3685,0.4,10
0.615,0.455,0.135,1.059,0.4735,0.263,0.274,9
0.54,0.42,0.14,0.74,0.3595,0.159,0.1985,8
0.51,0.4,0.125,0.5575,0.2615,0.1195,0.1525,9
0.47,0.355,0.12,0.393,0.167,0.0885,0.115,8
0.58,0.45,0.15,0.92,0.393,0.212,0.2895,9
0.5,0.4,0.12,0.616,0.261,0.143,0.1935,8
0.52,0.415,0.14,0.6375,0.308,0.1335,0.168,9
0.555,0.42,0.11,0.931,0.4445,0.171,0.225,8
0.57,0.44,0.19,1.018,0.447,0.207,0.265,9
0.325,0.24,0.075,0.152,0.065,0.0305,0.045,6
0.62,0.475,0.195,1.3585,0.5935,0.3365,0.3745,10
0.51,0.4,0.12,0.7005,0.347,0.1105,0.195,10
0.73,0.575,0.185,1.8795,0.931,0.38,0.4825,12
0.67,0.53,0.205,1.4015,0.643,0.2465,0.416,12
0.375,0.28,0.08,0.2235,0.115,0.043,0.055,6
0.685,0.505,0.19,1.533,0.667,0.4055,0.41,10
0.46,0.34,0.135,0.495,0.1655,0.117,0.185,10
0.575,0.45,0.15,0.858,0.449,0.166,0.215,10
0.56,0.44,0.135,0.8025,0.35,0.1615,0.259,9
0.62,0.48,0.17,1.1045,0.535,0.25,0.287,10
0.38,0.285,0.085,0.237,0.115,0.0405,0.07,6
0.665,0.525,0.175,1.443,0.6635,0.3845,0.353,11
0.45,0.335,0.105,0.447,0.2335,0.153,0.119,7
0.65,0.52,0.155,1.368,0.6185,0.288,0.365,9
0.56,0.44,0.16,0.8645,0.3305,0.2075,0.26,10
0.31,0.22,0.085,0.146,0.061,0.0365,0.045,6
0.45,0.335,0.115,0.3935,0.195,0.071,0.11,7
0.675,0.54,0.21,1.593,0.686,0.318,0.45,11
0.63,0.49,0.17,1.217,0.5515,0.212,0.31,11
0.335,0.25,0.08,0.1695,0.0695,0.044,0.0495,6
0.665,0.52,0.165,1.6885,0.7295,0.407,0.4265,11
0.21,0.15,0.055,0.0465,0.017,0.012,0.015,5
0.61,0.46,0.145,1.1185,0.478,0.2945,0.2985,10
0.6,0.475,0.15,1.12,0.565,0.2465,0.27,10
0.72,0.565,0.2,2.1055,1.017,0.363,0.494,12
0.65,0.495,0.155,1.337,0.615,0.3195,0.335,9
0.32,0.225,0.085,0.1415,0.0675,0.0295,0.0405,6
0.455,0.325,0.135,0.82,0.4005,0.1715,0.211,8
0.505,0.39,0.12,0.653,0.3315,0.1385,0.167,9
0.515,0.4,0.125,0.5925,0.265,0.1175,0.168,9
0.625,0.475,0.175,1.1435,0.4755,0.2475,0.349,10
0.39,0.295,0.095,0.203,0.0875,0.045,0.075,7
0.365,0.27,0.09,0.2155,0.1005,0.049,0.0655,6
0.31,0.235,0.09,0.127,0.048,0.031,0.04,6
0.45,0.365,0.115,0.5885,0.318,0.121,0.1325,8
0.555,0.445,0.13,0.8625,0.4225,0.155,0.24,9
0.62,0.46,0.16,0.9505,0.4915,0.2,0.228,9
0.54,0.43,0.14,0.8195,0.3935,0.1725,0.2295,9
0.575,0.43,0.155,0.7955,0.3485,0.1925,0.22,9
0.57,0.45,0.18,0.908,0.4015,0.217,0.255,9
0.55,0.425,0.16,0.793,0.343,0.2035,0.215,9
0.36,0.27,0.09,0.219,0.097,0.0405,0.065,6
0.6,0.455,0.145,0.8895,0.419,0.1715,0.269,10
0.26,0.2,0.065,0.096,0.044,0.027,0.03,6
0.4,0.305,0.16,0.368,0.173,0.0705,0.105,7
0.71,0.57,0.195,1.9805,0.9925,0.4925,0.48,12
0.325,0.24,0.075,0.187,0.0825,0.0445,0.05,6
0.525,0.41,0.135,0.7905,0.4065,0.198,0.177,8
0.28,0.215,0.07,0.124,0.063,0.0215,0.03,6
0.565,0.45,0.175,1.2365,0.5305,0.2455,0.308,10
0.53,0.405,0.13,0.6615,0.2945,0.1395,0.19,9
0.5,0.375,0.12,0.529,0.2235,0.123,0.16,8
0.465,0.355,0.12,0.5315,0.2725,0.097,0.1395,8
0.665,0.525,0.155,1.3575,0.5325,0.3045,0.4485,10
0.595,0.48,0.14,0.9125,0.4095,0.1825,0.289,9
0.14,0.105,0.035,0.0145,0.005,0.0035,0.005,4
