fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
8.1,0.575,0.22,2.1,0.077,12,65,0.9967,3.29,0.51,9.2,5
6.48,0.678,0.064,1.92,0.0734,18.2,30,0.995914,3.464,0.654,10.54,5
8.542857143,0.506428571,0.402857143,2.542857143,0.150428571,16.57142857,71.28571429,0.998131429,3.278571429,0.67,9.614285714,5
7.2,0.675,0.165,1.85,0.238,16,51,0.996875,3.27,0.83,9.45,5
9.3,0.54625,0.34,13.825,0.1765,49.5,88.75,1.002275,3.2425,0.7025,9.05,6
7.5,0.4425,0.285,2.175,0.0775,19.75,65.75,0.996835,3.3625,0.595,9.575,5
15.36666667,0.5,0.473333333,3.533333333,0.088333333,10,23.33333333,1.002116667,2.97,0.773333333,10.46666667,5
7.5,0.71,0.19,7.55,0.093,28.5,93,0.999035,3.29,0.675,9.3,5
8.7875,0.4475,0.3925,2.4625,0.078,21.125,75.5,0.99795,3.3225,0.6225,9.8,5
9.58,0.544,0.504,2.98,0.1936,33.4,67.2,0.998188,3.15,0.938,10.2,7
9.85,0.86,0.195,4.5,0.0965,24.5,97.5,1.000515,3.29,0.605,9.65,5
8.46,0.536,0.364,2.46,0.0828,25.6,83,0.998584,3.412,0.692,10.16,5
6.033333333,0.543333333,0.033333333,2.066666667,0.074333333,25,45,0.994236667,3.523333333,0.553333333,10.83333333,5
11.1,0.366666667,0.48,2.4,0.104666667,15.33333333,48.33333333,0.9986,3.09,0.706666667,10.1,6
7.875,0.69875,0.0175,1.775,0.0765,9,19,0.9967275,3.3075,0.6625,9.575,5
6.5,0.63,0.33,1.8,0.059,16,28,0.99531,3.36,0.64,10.1,6
8,0.536666667,0.146666667,1.733333333,0.071,7.333333333,17.33333333,0.99675,3.283333333,0.656666667,9.733333333,6
7.6,0.52,0.12,3,0.067,12,53,0.9971,3.36,0.57,9.1,5
7.271428571,0.600714286,0.221428571,3.2,0.082857143,17.85714286,100.5714286,0.996417143,3.334285714,0.601428571,10.28095238,5
5.4,0.835,0.08,1.2,0.046,13,93,0.9924,3.57,0.85,13,7
6.54,0.462,0.182,2.13,0.0648,14.8,28.2,0.994138,3.442,0.67,11.92,7
8.25,0.70875,0.3775,2.425,0.25,16.5,63.5,0.997335,3.1625,1.01,9.233333333,5
8.333333333,0.578888889,0.313333333,2.244444444,0.092555556,7.777777778,38,0.996386667,3.291111111,0.546666667,10.37777778,6
8.483333333,0.57,0.338333333,2.5,0.090666667,16.66666667,111.5,0.997666667,3.25,0.64,9.616666667,5
8.533333333,0.68,0.15,2.566666667,0.087666667,26.33333333,61,0.99865,3.353333333,0.646666667,9.933333333,4
12.35,0.33,0.515,4.9,0.078,20.5,71.5,0.996515,3.185,0.78,13.35,6
7.236363636,0.558181818,0.143636364,2.136363636,0.103090909,8.363636364,25.45454545,0.996781818,3.382727273,0.649090909,9.9,6
7.43,0.5275,0.191,2.13,0.0977,12,45.7,0.996236,3.328,0.666,10.16,6
